target_id	length	eff_length	est_counts	tpm
NM_001039844|ACBD7|15117474|15130775|15117474|15120528|77.57|1(-)	3369	2874.74	3443.38	9.97576
NM_001082486|ACD|67691432|67694718|67691432|67691508|100|1(-)	2048	2471.71	3372	11.3619
NM_000665|ACHE|100487615|100493592|100487615|100487834|61.68|1(-)	2254	2718.21	19	0.0582145
NM_001164814|ACIN1|23527773|23564823|23527773|23528356|92.52|1(-)	4898	4825.39	9227	15.9253
NM_001303274|ACLY|40023826|40075275|40023826|40024062|86.92|1(-)	3712	3877.25	133599	286.972
NM_007274|ACOT7|6324332|6453826|6324332|6324656|100|1(-)	1804	1898.57	3509	15.3928
NM_005469|ACOT8|44470360|44486048|44470360|44470476|96.26|1(-)	1170	1235.79	10178	68.5931
NM_001330259|ACOT9|23721794|23761404|23721794|23722010|89.72|1(-)	1581	1248.45	3963	26.4371
NM_001185039|ACOX1|73941662|73975515|73941662|73942828|81.31|1(-)	3684	3269.48	25043	63.7924
NM_003501|ACOX3|8368439|8442452|8368439|8368687|87.85|1(-)	2443	2560.16	4016	13.0643
NM_001302489|ACP2|47261336|47270179|47261336|47261666|47.66|1(-)	1632	1728.14	6403	30.8578
NM_001111034|ACP5|11685475|11689595|11685475|11685824|35.51|1(-)	1610	1452.18	0	0
NM_001323625|ACP6|147119170|147142665|147119170|147119978|96.26|1(-)	2515	2686.88	1952	6.05052
NM_001286708|ACSL1|185678175|185733413|185678175|185678278|43.93|1(-)	2332	2034.18	11052	45.2494
NM_001318509|ACSL4|108886908|108976632|108886908|108887257|52.34|1(-)	2983	2229.26	1078	4.02734
NM_001252675|ACSS1|24986873|25038818|24986873|24988397|54.21|1(-)	3668	3985.22	8157	17.0467
NM_001100|ACTA1|229566992|229569843|229566992|229567245|42.99|1(-)	1492	1394.55	91.0051	0.54349
NM_001141945|ACTA2|90694831|90751154|90694831|90694979|90.65|1(-)	1764	1780.03	644	3.01315
NM_001101|ACTB|5567299|5570232|5567299|5567378|55.14|1(-)	1291	1250.09	528202	3519
NM_005159|ACTC1|35082426|35087927|35082426|35082612|33.64|1(-)	1563	1521.44	1.00003	0.00547417
NM_001199954|ACTG1|79477595|79479892|79477595|79477715|51.4|1(-)	1506	1480.49	149143	838.992
NM_001102|ACTN1|69341037|69446083|69341037|69341575|100|1(-)	3527	3408.17	20044.6	48.9819
NM_005736|ACTR1A|104240558|104262512|104240558|104240619|98.13|1(-)	1300	1206.41	17991	124.2
NM_005735|ACTR1B|98272468|98280561|98272468|98273320|72.9|1(-)	2191	2446.4	10501	35.749
NM_022899|ACTR8|53902680|53916229|53902680|53902745|90.65|1(-)	2041	1732.79	2747	13.203
NM_032487|ACTRT3|169485110|169487683|169485110|169485219|36.45|1(-)	1603	1452.78	310	1.77714
NM_001105|ACVR1|158592958|158731623|158592958|158594042|88.79|1(-)	3044	2618.66	1050	3.33941
NM_001107|ACYP1|75520118|75530752|75520118|75520146|42.99|1(-)	432	252.698	1739	57.3138
NM_000022|ADA|43248163|43280399|43248163|43248474|100|1(-)	1554	1498.43	329	1.82861
NM_001110|ADAM10|58889383|59042177|58889383|58889745|63.55|1(-)	3053	2509.45	8886	29.4909
NM_001288973|ADAM12|127700960|128077127|127700960|127705847|45.79|1(-)	8021	7863.18	0	0
NM_003183|ADAM17|9630016|9695949|9630016|9630305|45.79|1(-)	2979	2403.96	3782	13.1025
NM_033274|ADAM19|156904312|157002831|156904312|156907956|70.09|1(-)	6528	7252.67	118	0.135502
NM_001109|ADAM8|135075927|135090407|135075927|135076659|84.11|1(-)	3293	3905.02	540	1.15168
NM_006988|ADAMTS1|28209330|28217728|28209330|28209897|36.45|1(-)	3926	3738.3	117	0.260659
NM_001282352|ADAMTS10|8645124|8657080|8645124|8645776|56.07|1(-)	2459	2872.26	5	0.014498
NM_014244|ADAMTS2|178537854|178772431|178537854|178540867|31.78|1(-)	6751	6593.18	0	0
NM_014243|ADAMTS3|73146686|73434516|73146686|73148852|42.99|1(-)	5821	4788.26	42	0.0730521
NM_001320336|ADAMTS4|161159538|161168843|161159538|161160739|31.78|1(-)	4168	4829.07	73.9429	0.127524
NM_007038|ADAMTS5|28290241|28339439|28290241|28296371|42.06|1(-)	9652	9494.18	0	0
NM_197941|ADAMTS6|64444565|64777747|64444565|64447662|48.6|1(-)	7308	6239.85	32	0.0427107
NM_213604|ADAMTSL5|1505723|1513188|1505723|1506013|48.6|1(-)	2150	2491.09	947	3.16608
NM_001284308|ADAP1|937547|995043|937547|938557|85.05|1(-)	2168	2517.49	11084	36.6682
NM_001025107|ADAR|154554771|154600456|154554771|154557281|83.18|1(-)	6302	6369.47	65494	85.6365
NM_001324444|ADAT1|75633824|75657221|75633824|75634113|42.99|1(-)	2025	1829.46	3043	13.8529
NM_001286259|ADAT2|143749483|143763814|143749483|143749599|57.94|1(-)	1836	1543.58	202.342	1.09173
NM_001320613|ADCY3|25042142|25142886|25042142|25042800|49.53|1(-)	4628	5293.2	4839	7.61374
NM_015270|ADCY6|49159977|49182879|49159977|49162373|88.79|1(-)	6098	7069.96	49918	58.8032
NM_001116|ADCY9|4014904|4166186|4014904|4015775|83.18|1(-)	5472	6003.54	9711	13.4715
NM_001185054|ADD2|70889262|70994847|70889262|70890556|49.53|1(-)	3740	3835.7	30	0.0651385
NM_145290|ADGRA3|22388999|22517677|22388999|22389327|95.33|1(-)	4564	4017.47	7350	15.2368
NM_001294335|ADGRB2|32192718|32229664|32192718|32193020|93.46|1(-)	5427	6487.21	1589	2.03998
NM_001008701|ADGRL1|14260499|14316997|14260499|14261684|42.99|1(-)	5906	6879.17	12228	14.804
NM_000671|ADH5|99993297|100009939|99993297|99993567|88.79|1(-)	1483	1186.58	13394	94.0097
NM_001306077|ADI1|3502562|3521518|3502562|3502733|56.07|1(-)	3531	3072.66	12063.9	32.6989
NM_001290553|ADIPOR1|202910631|202927112|202910631|202910700|96.26|1(-)	1367	1409.7	27742	163.897
NM_001282531|ADNP|49510856|49547750|49510856|49507941|30.84|1(-)	1046	836.249	1035	10.3078
NM_031284|ADPGK|73043708|73076126|73043708|73044681|98.13|1(-)	2558	2494.85	5491	18.3303
NM_138430|ADPRHL1|114076294|114107839|114076294|114077136|54.21|1(-)	1994	2055.43	4355	17.646
NM_001126|ADSS|244572770|244615436|244572770|244572887|54.21|1(-)	1805	1355.23	11330	69.6271
NM_001130|AES|3053157|3062371|3053157|3053816|100|1(-)	1426	1563.38	43318	230.762
NM_001134647|AFAP1|7765293|7941653|7765293|7765491|40.19|1(-)	2916	2883.31	2017	5.82607
NM_001025108|AFF3|100163748|100722045|100163748|100167935|37.38|1(-)	8087	7693.71	1661.86	1.79895
NM_014423|AFF4|132215879|132299354|132215879|132216750|77.57|1(-)	4771	4093.96	6845	13.9248
NM_006796|AFG3L2|12329114|12377275|12329114|12329563|97.2|1(-)	3037	2776.52	18169	54.4993
NM_000027|AGA|178352717|178363657|178352717|178352861|89.72|1(-)	1313	1007.97	4531	37.4375
NM_001122772|AGAP2|58118980|58132029|58118980|58120334|53.27|1(-)	4933	5918.38	414	0.582584
NM_001144000|AGAP5|75434053|75457554|75434053|75434356|37.38|1(-)	2405	2210.65	1422.14	5.35776
NM_001136|AGER|32148746|32152099|32148746|32148919|89.72|1(-)	1488	1581.04	215	1.13255
NM_024758|AGMAT|15900044|15911605|15900044|15900145|55.14|1(-)	1303	1327.56	603	3.78288
NM_001164623|AGO2|141541868|141645646|141541868|141542142|98.13|1(-)	2793	2725.28	12323	37.6588
NM_006411|AGPAT1|32135989|32143916|32135989|32137052|89.72|1(-)	2250	2715.62	8706	26.7
NM_001012727|AGPAT2|139567596|139581911|139567596|139568203|96.26|1(-)	1450	1684.55	8459	41.821
NM_020133|AGPAT4|161557106|161695107|161557106|161557571|74.77|1(-)	1829	1840.89	21	0.0950061
NM_000029|AGT|230838283|230850336|230838283|230838886|32.71|1(-)	2569	2769.93	4	0.0120269
NM_001286715|AGTPBP1|88161854|88356944|88161854|88162023|41.12|1(-)	4073	3001.69	1933	5.36324
NM_001323342|AHCTF1|247003841|247095280|247003841|247004107|95.33|1(-)	7475	5967.93	22142	30.8997
NM_000687|AHCY|32868074|32891317|32868074|32868839|100|1(-)	2305	2349.95	66752	236.573
NM_001134830|AHI1|135606433|135818903|135606433|135606782|87.85|1(-)	4177	2922.07	1848	5.2671
NM_024060|AHNAK|62201016|62314332|62201016|62201355|72.9|1(-)	1089	999.294	13689	114.088
NM_138420|AHNAK2|105407670|105444694|105407670|105404399|34.58|1(-)	14237	15485	42988	23.1205
NM_022831|AIDA|222841355|222885864|222841355|222843234|34.58|1(-)	3005	2360.88	5039	17.7759
NM_001130846|AIFM1|129263342|129272015|129263342|129263531|98.13|1(-)	1919	1747.28	4763.22	22.7037
NM_001198696|AIFM2|71873735|71892690|71873735|71873933|94.39|1(-)	1537	1505.69	592	3.27451
NM_032876|AJUBA|23441284|23451851|23441284|23442651|36.45|1(-)	3360	3751.49	4303.52	9.5539
NM_000476|AK1|130630118|130640022|130630118|130630286|100|1(-)	906	785.665	7834	83.0438
NM_001199199|AK2|33475679|33502512|33475679|33476429|73.83|1(-)	1508	1307.32	18800	119.766
NM_001199852|AK3|4712165|4741309|4712165|4712975|34.58|1(-)	1596	1100.39	3847	29.1163
NM_001015891|AK6|68647767|68665840|68647767|68647887|71.03|1(-)	968	658.181	3251.69	41.1457
NM_001317958|AK8|135600965|135754198|135600965|135601074|44.86|1(-)	2112	2106.21	1602	6.33463
NM_001330152|AKAP10|19808081|19881169|19808081|19809539|73.83|1(-)	3450	2884.44	7036	20.3154
NM_005858|AKAP8|15465443|15490612|15465443|15465725|100|1(-)	2431	2301.2	4636	16.7784
NM_001291478|AKAP8L|15490861|15529932|15490861|15490932|92.52|1(-)	2027	1940.76	7888	33.8498
NM_018064|AKIRIN2|88385016|88411985|88385016|88385314|68.22|1(-)	1493	1466.38	1484	8.42845
NM_001346142|AKR1B1|134127108|134143991|134127108|134127479|93.46|1(-)	1374	1251.29	3	0.0199674
NM_001321027|AKR1C2|5031965|5046206|5031965|5032187|34.58|1(-)	1295	1060.18	23.7386	0.186481
NM_001320979|AKR7A2|19630491|19638640|19630491|19630718|62.62|1(-)	1224	1189.37	12918.3	90.4584
NM_012067|AKR7A3|19609059|19615280|19609059|19609224|62.62|1(-)	1238	1158.85	467.681	3.3611
NM_001014431|AKT1|105235686|105262080|105235686|105236677|98.13|1(-)	2773	2938.05	82983	235.229
NM_001098632|AKT1S1|50372296|50380644|50372296|50373173|99.07|1(-)	2018	2338.04	5120	18.2381
NM_001243027|AKT2|40738710|40791302|40738710|40739778|56.07|1(-)	2776	3273.16	17431	44.3523
NM_001012398|AKTIP|53526217|53537216|53526217|53526323|79.44|1(-)	1242	943.801	3088	27.2494
NM_000031|ALAD|116150490|116163618|116150490|116150579|88.79|1(-)	1284	1263.63	4077	26.8708
NM_001017423|ALDH18A1|97365698|97416567|97365698|97366518|99.07|1(-)	3444	3320.77	29142	73.0872
NM_001034173|ALDH1L2|105413568|105478341|105413568|105418201|56.07|1(-)	7532	6396.46	2371.73	3.08806
NM_000691|ALDH3A1|19641297|19651746|19641297|19641533|35.51|1(-)	1778	1620.18	0	0
NM_001161504|ALDH4A1|19197924|19217385|19197924|19199338|98.13|1(-)	3242	3762.05	18460	40.8665
NM_001278593|ALDH6A1|74527323|74551196|74527323|74527344|53.27|1(-)	1689	1515.98	17940	98.5577
NM_001182|ALDH7A1|125880563|125931082|125880563|125880656|93.46|1(-)	1905	1651.35	5041	25.4237
NM_000696|ALDH9A1|165632063|165667900|165632063|165632286|61.68|1(-)	1885	1663.82	24397	122.121
NM_005165|ALDOC|26900138|26903951|26900138|26900543|89.72|1(-)	1645	1666.55	13407.1	67.0003
NM_024105|ALG12|50296864|50312106|50296864|50297485|98.13|1(-)	2362	2663.95	4584	14.3311
NM_001305242|ALG14|95448486|95538507|95448486|95448851|78.5|1(-)	886	698.307	1372	16.3632
NM_001015050|ALG1L|125648115|125655887|125648115|125648194|41.12|1(-)	812	742.039	1485.58	16.6736
NM_033087|ALG2|101980085|101984246|101980085|101980215|85.05|1(-)	1451	1272.33	4258	27.872
NM_001006941|ALG3|183960211|183967313|183960211|183960301|98.13|1(-)	1511	1711.06	14745	71.7694
NM_001142364|ALG5|37523975|37573504|37523975|37524078|99.07|1(-)	1055	747.65	3809	42.43
NM_024079|ALG8|77811992|77850699|77811992|77812009|99.07|1(-)	1663	1459.64	13801	78.7455
NM_001077690|ALG9|111653038|111742305|111653038|111657120|70.09|1(-)	6017	5485.37	5031.1	7.63867
NM_006020|ALKBH1|78139438|78174356|78139438|78140154|90.65|1(-)	1895	1743.16	5335	25.4893
NM_001001655|ALKBH2|109525994|109531293|109525994|109526010|98.13|1(-)	1045	919.106	3192	28.924
NM_017621|ALKBH4|102097266|102105321|102097266|102097840|34.58|1(-)	1521	1551.39	2112.41	11.3401
NM_001297701|ALKBH6|36500023|36505145|36500023|36500191|92.52|1(-)	1054	1048.74	2869	22.7836
NM_001301010|ALKBH8|107373453|107436461|107373453|107375383|89.72|1(-)	4037	2960.03	1118	3.14562
NM_001165960|ALOXE3|7999218|8022234|7999218|7999944|31.78|1(-)	3396	3804.2	668	1.46243
NM_052947|ALPK2|56148479|56296189|56148479|56149054|58.88|1(-)	7302	6739.7	2	0.00247144
NM_020919|ALS2|202565276|202645895|202565276|202566573|89.72|1(-)	6627	6068.41	4251	5.83414
NM_001190707|ALS2CL|46712079|46735146|46712079|46712473|48.6|1(-)	3449	3915.63	1102	2.34391
NM_005782|ALYREF|79845871|79849462|79845871|79846006|62.62|1(-)	936	754.964	19684	217.144
NM_001167595|AMACR|33988395|34008220|33988395|33988412|98.13|1(-)	1298	1063.2	1867	14.6248
NM_001267782|AMBRA1|46417964|46615619|46417964|46418999|96.26|1(-)	5303	6005.02	13156.7	18.247
NM_152424|AMER1|63404997|63425624|63404997|63409758|92.52|1(-)	8442	8894.31	1060.02	0.992575
NM_001144|AMFR|56396649|56459450|56396649|56396820|57.94|1(-)	2314	2351.84	24761	87.6842
NM_020703|AMIGO1|110049446|110052336|110049446|110050052|64.49|1(-)	2470	2533.84	337	1.10767
NM_181847|AMIGO2|47471129|47473734|47471129|47471216|66.36|1(-)	2209	2096.58	7868	31.2545
NM_198722|AMIGO3|49754276|49757238|49754276|49755383|88.79|1(-)	2962	3586.14	1535	3.56486
NM_001025580|AMMECR1|109437414|109561380|109437414|109441747|55.14|1(-)	5305	4343.02	1801	3.45368
NM_001199140|AMMECR1L|128620792|128643514|128620792|128622667|71.96|1(-)	3087	3123.63	3841	10.2411
NM_001113402|AMN1|31825029|31882108|31825029|31825237|84.11|1(-)	1151	810.667	906	9.30778
NM_001113490|AMOT|112018155|112066354|112018155|112021794|61.68|1(-)	6894	6636.78	184	0.230899
NM_001278683|AMOTL2|134074719|134094259|134074719|134076546|59.81|1(-)	4458	4698.16	20737	36.7603
NM_001635|AMPH|38423305|38671167|38423305|38424418|46.73|1(-)	3417	3099.75	37	0.0994113
NM_000481|AMT|49454211|49460111|49454211|49454972|75.7|1(-)	2201	2357.79	165	0.582827
NM_022662|ANAPC1|112525217|112641741|112525217|112526867|58.88|1(-)	7732	7125.28	15232	17.8039
NM_001256706|ANAPC10|145916363|146019371|145916363|145916524|66.36|1(-)	831	459.784	1398	25.323
NM_001242374|ANAPC13|134197359|134204865|134197359|134197431|59.81|1(-)	1028	848.711	3054	29.9688
NM_001330321|ANAPC15|71817418|71823826|71817418|71818396|39.25|1(-)	1777	1630.34	4868.41	24.8697
NM_013366|ANAPC2|140069236|140083057|140069236|140069393|98.13|1(-)	2699	2892.6	11134	32.057
NM_001137559|ANAPC5|121746160|121792012|121746160|121746282|100|1(-)	2251	2005.33	31855	132.298
NM_016238|ANAPC7|110811629|110841535|110811629|110811948|67.29|1(-)	2120	1837.69	13761	62.3647
NM_015305|ANGEL1|77253586|77279283|77253586|77255570|88.79|1(-)	4110	4635.33	7887	14.1707
NM_001300753|ANGEL2|213168095|213189217|213168095|213168382|85.98|1(-)	2051	1487.02	4023	22.5317
NM_012098|ANGPTL2|129850917|129885044|129850917|129851217|32.71|1(-)	2282	2124.18	0	0
NM_001321411|ANGPTL6|10203014|10213333|10203014|10203264|34.58|1(-)	1779	1872.61	65	0.289086
NM_001142445|ANK1|41512219|41522804|41512219|41513245|33.64|1(-)	1760	1729.23	79	0.380484
NM_001257999|ANKFY1|4071131|4167142|4071131|4071072|56.07|1(-)	3694	3651.33	5521	12.593
NM_054027|ANKH|14711173|14871887|14711173|14711305|97.2|1(-)	1942	2041.48	1	0.00407959
NM_015114|ANKLE2|133303718|133338474|133303718|133303827|98.13|1(-)	3016	2810.4	12924	38.2991
NM_001282771|ANKMY1|241418839|241497438|241418839|241419025|78.5|1(-)	3437	3709.79	808	1.81394
NM_020319|ANKMY2|16639404|16685442|16639404|16640385|98.13|1(-)	2551	1904.37	4497	19.6667
NM_023039|ANKRA2|72848160|72861511|72848160|72848621|80.37|1(-)	2062	1663.4	1556	7.79066
NM_017664|ANKRD10|111530964|111567454|111530964|111531983|79.44|1(-)	2455	2238.58	6623	24.6401
NM_001256182|ANKRD11|89334038|89556969|89334038|89334885|36.45|1(-)	9371	9031.11	8771	8.08851
NM_030816|ANKRD13C|70727781|70820417|70727781|70728399|64.49|1(-)	2570	2050.71	5841	23.7216
NM_001009941|ANKRD16|5902870|5931860|5902870|5920092|41.12|1(-)	18851	19739.5	4410.91	1.86103
NM_001286771|ANKRD17|73941540|74088831|73941540|73941947|48.6|1(-)	7967	7223.78	14759	17.0158
NM_001331100|ANKRD18A|38566148|38620657|38566148|38572041|40.19|1(-)	9433	8596.33	835.07	0.80904
NM_144994|ANKRD23|97503651|97509758|97503651|97505285|76.64|1(-)	2581	2821.7	290	0.855949
NM_001256053|ANKRD26|27294443|27389427|27294443|27294518|58.88|1(-)	5377	3299.42	5862	14.7968
NM_032139|ANKRD27|33087914|33166102|33087914|33089050|100|1(-)	4445	4095.66	8523	17.3312
NM_001195098|ANKRD28|15708743|15839691|15708743|15711776|77.57|1(-)	6382	4907.66	7968	13.5218
NM_001308238|ANKRD29|21180198|21242849|21180198|21181189|38.32|1(-)	1953	1586.39	11	0.0577489
NM_016466|ANKRD39|97513777|97523756|97513777|97514037|80.37|1(-)	844	730.463	747	8.51694
NM_052855|ANKRD40|48772683|48785270|48772683|48773357|80.37|1(-)	2036	1765.38	6089	28.7256
NM_001195144|ANKRD44|197851386|198175521|197851386|197854314|68.22|1(-)	6103	4871.94	1359	2.32316
NM_173595|ANKRD52|56633613|56652143|56633613|56636925|61.68|1(-)	6633	7567.12	12466	13.7201
NM_138797|ANKRD54|38226862|38240353|38226862|38227949|100|1(-)	2098	2222.12	6797	25.4748
NM_001190479|ANKRD63|40570573|40574787|40570573|40573644|38.32|1(-)	4214	4854.6	25	0.0428891
NM_152326|ANKRD9|102973182|102976128|102973182|102973272|100|1(-)	1641	1778.24	6235	29.2016
NM_173551|ANKS6|101498027|101558824|101498027|101498800|46.73|1(-)	3440	3738.13	2	0.00445591
NM_001204832|ANO10|43407867|43663569|43407867|43408397|49.53|1(-)	2495	2307.16	13234	47.7721
NM_020959|ANO8|17434032|17445638|17434032|17434325|85.98|1(-)	4151	4657.98	2073.04	3.70656
NM_000216|ANOS1|8496915|8700228|8496915|8501035|30.84|1(-)	6314	4967.91	33	0.0553224
NM_006305|ANP32A|69072207|69113261|69072207|69072419|81.31|1(-)	1133	776.525	9033	96.8807
NM_001136478|ANP32E|150192680|150208504|150192680|150192992|95.33|1(-)	1366	852.324	5508	53.8208
NM_001150|ANPEP|90328126|90358072|90328126|90328579|35.51|1(-)	3649	3975.92	8	0.0167576
NM_001286780|ANTXR2|80826725|80994626|80826725|80828582|66.36|1(-)	3250	2624.07	490	1.55518
NM_001157|ANXA11|81915353|81965328|81915353|81915608|100|1(-)	2011	2090.5	15939	63.4998
NM_001002857|ANXA2|60639593|60690185|60639593|60639828|42.99|1(-)	1391	1112.04	49023	367.148
NM_001014279|ANXA2R|43039474|43040447|43039474|43039566|41.12|1(-)	973	922.861	108	0.974649
NM_001154|ANXA5|122589152|122618147|122589152|122589622|97.2|1(-)	1598	1180.37	31127	219.624
NM_001155|ANXA6|150480666|150537443|150480666|150481008|99.07|1(-)	2592	2589.75	62333	200.457
NM_001156|ANXA7|75135539|75173843|75135539|75135852|99.07|1(-)	1789	1482.41	40257	226.17
NM_001127|AP1B1|29723845|29784572|29723845|29724809|100|1(-)	4001	4351.79	28039	53.6605
NM_001030007|AP1G1|71766258|71842976|71766258|71766960|42.99|1(-)	3494	3121.22	20338	54.2682
NM_001282474|AP1G2|24028776|24037045|24028776|24028957|94.39|1(-)	2750	3001.29	5003	13.883
NM_001300887|AP1M2|10683347|10697991|10683347|10683741|76.64|1(-)	1756	1782.99	25764.9	120.348
NM_001272071|AP1S2|15844663|15873137|15844663|15845447|45.79|1(-)	1594	1152.25	4969	35.9156
NM_001039569|AP1S3|224620043|224702319|224620043|224623431|67.29|1(-)	4005	3187.36	799.456	2.08894
NM_001301076|AP2S1|47341424|47353547|47341424|47341703|100|1(-)	862	777.622	25302	270.986
NM_001271769|AP3B1|77298150|77590579|77298150|77298725|89.72|1(-)	4048	3177.69	11687	30.6304
NM_001278511|AP3B2|83328033|83378660|83328033|83328311|71.03|1(-)	3633	3727.12	108	0.24133
NM_001261826|AP3D1|2102034|2151556|2102034|2102171|98.13|1(-)	4008	4041.4	27630	56.939
NM_001320263|AP3M1|75882716|75910843|75882716|75883567|66.36|1(-)	2729	2355.13	18523	65.5024
NM_005829|AP3S2|90377537|90437617|90377537|90378746|99.07|1(-)	2227	2273.37	3840.79	14.0705
NM_001253852|AP4B1|114437678|114447545|114437678|114437686|45.79|1(-)	2434	2234.1	1724	6.4268
NM_138368|AP5B1|65545235|65548062|65545235|65545326|54.21|1(-)	2728	3382.83	3494	8.60207
NM_001163|APBA1|72042449|72287275|72042449|72046242|37.38|1(-)	6583	6922	10	0.0120318
NM_004886|APBA3|3750874|3761673|3750874|3751023|82.24|1(-)	2054	2324.12	1517	5.4361
NM_001164|APBB1|6416355|6440341|6416355|6416763|73.83|1(-)	2682	2946.73	379	1.07117
NM_001166050|APBB2|40817575|41216635|40817575|40818108|49.53|1(-)	3440	3170.27	1522	3.99833
