target_id	length	eff_length	est_counts	tpm
NM_198834|ACACA|35444152|35766902|35444152|35444250|49.53|1(-)	7763	7499.56	26454	35.0362
NM_032169|ACAD11|132276985|132378975|132276985|132277814|94.39|1(-)	3552	3104.83	2097.43	6.7098
NM_012287|ACAP2|194999521|195163817|194999521|195000056|76.64|1(-)	3113	2372.43	20807	87.1117
NM_030649|ACAP3|1228250|1243269|1228250|1228943|100|1(-)	3272	3679.41	3299	8.90563
NM_022735|ACBD3|226333994|226374423|226333994|226334310|41.12|1(-)	1950	1548.05	9014	57.8353
NM_001042473|ACBD5|27469113|27531068|27469113|27486358|54.21|1(-)	18889	17362.7	7521.44	4.30274
NM_032360|ACBD6|180257365|180472022|180257365|180257497|98.13|1(-)	1602	1415.12	8099	56.8459
NM_001039844|ACBD7|15117474|15130775|15117474|15120528|77.57|1(-)	3369	2906.08	2972.06	10.1581
NM_001082486|ACD|67691432|67694718|67691432|67691508|100|1(-)	2048	2455.55	2845	11.5079
NM_000665|ACHE|100487615|100493592|100487615|100487834|61.68|1(-)	2254	2668.16	28	0.104233
NM_001164814|ACIN1|23527773|23564823|23527773|23528356|92.52|1(-)	4898	4829.92	7495	15.4132
NM_001303274|ACLY|40023826|40075275|40023826|40024062|86.92|1(-)	3712	3850.35	115599	298.204
NM_007274|ACOT7|6324332|6453826|6324332|6324656|100|1(-)	1804	1887.74	2988	15.7217
NM_005469|ACOT8|44470360|44486048|44470360|44470476|96.26|1(-)	1170	1221.36	8309	67.5717
NM_001330259|ACOT9|23721794|23761404|23721794|23722010|89.72|1(-)	1581	1259.88	3094	24.3922
NM_001185039|ACOX1|73941662|73975515|73941662|73942828|81.31|1(-)	3684	3285.59	21082	63.7323
NM_003501|ACOX3|8368439|8442452|8368439|8368687|87.85|1(-)	2443	2552.04	3320	12.9215
NM_001302489|ACP2|47261336|47270179|47261336|47261666|47.66|1(-)	1632	1711.58	5208	30.2228
NM_001111034|ACP5|11685475|11689595|11685475|11685824|35.51|1(-)	1610	1653.71	1	0.0060062
NM_001323625|ACP6|147119170|147142665|147119170|147119978|96.26|1(-)	2515	2682.67	1417	5.24642
NM_001286708|ACSL1|185678175|185733413|185678175|185678278|43.93|1(-)	2332	2043.89	9485	46.0935
NM_001318509|ACSL4|108886908|108976632|108886908|108887257|52.34|1(-)	2983	2255.73	930	4.09503
NM_001252675|ACSS1|24986873|25038818|24986873|24988397|54.21|1(-)	3668	3951.4	5788	14.5492
NM_001100|ACTA1|229566992|229569843|229566992|229567245|42.99|1(-)	1492	1384.94	64.0064	0.459043
NM_001141945|ACTA2|90694831|90751154|90694831|90694979|90.65|1(-)	1764	1759.88	528	2.97997
NM_001101|ACTB|5567299|5570232|5567299|5567378|55.14|1(-)	1291	1233.65	460265	3705.77
NM_005159|ACTC1|35082426|35087927|35082426|35082612|33.64|1(-)	1563	1500.17	5.0004	0.0331074
NM_001199954|ACTG1|79477595|79479892|79477595|79477715|51.4|1(-)	1506	1465.15	122508	830.505
NM_001102|ACTN1|69341037|69446083|69341037|69341575|100|1(-)	3527	3387.94	16800.9	49.2559
NM_005736|ACTR1A|104240558|104262512|104240558|104240619|98.13|1(-)	1300	1197.58	15052	124.839
NM_005735|ACTR1B|98272468|98280561|98272468|98273320|72.9|1(-)	2191	2410.88	8956	36.8977
NM_022899|ACTR8|53902680|53916229|53902680|53902745|90.65|1(-)	2041	1743.17	2417	13.772
NM_032487|ACTRT3|169485110|169487683|169485110|169485219|36.45|1(-)	1603	1444.9	276	1.89728
NM_001105|ACVR1|158592958|158731623|158592958|158594042|88.79|1(-)	3044	2636.91	763	2.87403
NM_001107|ACYP1|75520118|75530752|75520118|75520146|42.99|1(-)	432	248.782	1382	55.1759
NM_000022|ADA|43248163|43280399|43248163|43248474|100|1(-)	1554	1482.35	311	2.08387
NM_001110|ADAM10|58889383|59042177|58889383|58889745|63.55|1(-)	3053	2524.9	7083	27.8634
NM_001288973|ADAM12|127700960|128077127|127700960|127705847|45.79|1(-)	8021	7585.65	4	0.00523755
NM_003183|ADAM17|9630016|9695949|9630016|9630305|45.79|1(-)	2979	2431.35	3072	12.5497
NM_033274|ADAM19|156904312|157002831|156904312|156907956|70.09|1(-)	6528	7205.22	71	0.0978751
NM_001109|ADAM8|135075927|135090407|135075927|135076659|84.11|1(-)	3293	3856.25	440	1.13331
NM_006988|ADAMTS1|28209330|28217728|28209330|28209897|36.45|1(-)	3926	3729.77	83	0.221033
NM_001282352|ADAMTS10|8645124|8657080|8645124|8645776|56.07|1(-)	2459	2832.39	2	0.00701356
NM_014244|ADAMTS2|178537854|178772431|178537854|178540867|31.78|1(-)	6751	7378.75	2.00552	0.00269963
NM_014243|ADAMTS3|73146686|73434516|73146686|73148852|42.99|1(-)	5821	4839.7	55	0.112877
NM_001320336|ADAMTS4|161159538|161168843|161159538|161160739|31.78|1(-)	4168	4789.4	61.0173	0.126541
NM_007038|ADAMTS5|28290241|28339439|28290241|28296371|42.06|1(-)	9652	9489.26	0	0
NM_197941|ADAMTS6|64444565|64777747|64444565|64447662|48.6|1(-)	7308	6288.68	25	0.0394858
NM_213604|ADAMTSL5|1505723|1513188|1505723|1506013|48.6|1(-)	2150	2453.13	829	3.35656
NM_001284308|ADAP1|937547|995043|937547|938557|85.05|1(-)	2168	2482.36	9584	38.348
NM_001025107|ADAR|154554771|154600456|154554771|154557281|83.18|1(-)	6302	6378.87	52800	82.2149
NM_001324444|ADAT1|75633824|75657221|75633824|75634113|42.99|1(-)	2025	1831.51	2671	14.4852
NM_001286259|ADAT2|143749483|143763814|143749483|143749599|57.94|1(-)	1836	1554.54	174.333	1.11388
NM_001320613|ADCY3|25042142|25142886|25042142|25042800|49.53|1(-)	4628	5248.23	4312	8.16069
NM_015270|ADCY6|49159977|49182879|49159977|49162373|88.79|1(-)	6098	6993.5	42921	60.9588
NM_001116|ADCY9|4014904|4166186|4014904|4015775|83.18|1(-)	5472	5987.3	8335	13.8272
NM_001185054|ADD2|70889262|70994847|70889262|70890556|49.53|1(-)	3740	3825.2	14	0.0363525
NM_145290|ADGRA3|22388999|22517677|22388999|22389327|95.33|1(-)	4564	4050.46	6149	15.0786
NM_001294335|ADGRB2|32192718|32229664|32192718|32193020|93.46|1(-)	5427	6405.85	1440	2.23278
NM_001008701|ADGRL1|14260499|14316997|14260499|14261684|42.99|1(-)	5906	6795.07	10112	14.781
NM_000671|ADH5|99993297|100009939|99993297|99993567|88.79|1(-)	1483	1191.3	11921	99.3923
NM_001306077|ADI1|3502562|3521518|3502562|3502733|56.07|1(-)	3531	3081.39	9929.22	32.0058
NM_001290553|ADIPOR1|202910631|202927112|202910631|202910700|96.26|1(-)	1367	1402.37	23614	167.25
NM_001282531|ADNP|49510856|49547750|49510856|49507941|30.84|1(-)	1046	835.306	733	8.71604
NM_031284|ADPGK|73043708|73076126|73043708|73044681|98.13|1(-)	2558	2496.06	4665	18.5634
NM_138430|ADPRHL1|114076294|114107839|114076294|114077136|54.21|1(-)	1994	2043.5	3680	17.8869
NM_001126|ADSS|244572770|244615436|244572770|244572887|54.21|1(-)	1805	1356.63	9519	69.6934
NM_001130|AES|3053157|3062371|3053157|3053816|100|1(-)	1426	1546.52	34120	219.136
NM_001134647|AFAP1|7765293|7941653|7765293|7765491|40.19|1(-)	2916	2877.12	1581	5.45802
NM_001025108|AFF3|100163748|100722045|100163748|100167935|37.38|1(-)	8087	7746.62	1252.69	1.60618
NM_014423|AFF4|132215879|132299354|132215879|132216750|77.57|1(-)	4771	4150.83	5572	13.3333
NM_006796|AFG3L2|12329114|12377275|12329114|12329563|97.2|1(-)	3037	2772.49	15148	54.2683
NM_000027|AGA|178352717|178363657|178352717|178352861|89.72|1(-)	1313	996.212	3676	36.6509
NM_001122772|AGAP2|58118980|58132029|58118980|58120334|53.27|1(-)	4933	5856.42	328	0.556291
NM_001144000|AGAP5|75434053|75457554|75434053|75434356|37.38|1(-)	2405	2205.66	1083.58	4.87958
NM_001136|AGER|32148746|32152099|32148746|32148919|89.72|1(-)	1488	1566.34	118	0.748266
NM_024758|AGMAT|15900044|15911605|15900044|15900145|55.14|1(-)	1303	1315.57	515	3.88825
NM_001164623|AGO2|141541868|141645646|141541868|141542142|98.13|1(-)	2793	2721.44	10104	36.877
NM_006411|AGPAT1|32135989|32143916|32135989|32137052|89.72|1(-)	2250	2678.06	6754	25.0496
NM_001012727|AGPAT2|139567596|139581911|139567596|139568203|96.26|1(-)	1450	1659.39	6929	41.4747
NM_020133|AGPAT4|161557106|161695107|161557106|161557571|74.77|1(-)	1829	1839.94	13	0.0701779
NM_000029|AGT|230838283|230850336|230838283|230838886|32.71|1(-)	2569	2743.83	5	0.0180998
NM_001286715|AGTPBP1|88161854|88356944|88161854|88162023|41.12|1(-)	4073	3048.79	1754	5.71431
NM_001323342|AHCTF1|247003841|247095280|247003841|247004107|95.33|1(-)	7475	6049.29	19372	31.8076
NM_000687|AHCY|32868074|32891317|32868074|32868839|100|1(-)	2305	2328.86	57747	246.29
NM_001134830|AHI1|135606433|135818903|135606433|135606782|87.85|1(-)	4177	2980.06	1496	4.98618
NM_024060|AHNAK|62201016|62314332|62201016|62201355|72.9|1(-)	1089	982.951	11878	120.025
NM_138420|AHNAK2|105407670|105444694|105407670|105404399|34.58|1(-)	14237	15227.2	35757	23.3239
NM_022831|AIDA|222841355|222885864|222841355|222843234|34.58|1(-)	3005	2389.69	3594	14.9381
NM_001130846|AIFM1|129263342|129272015|129263342|129263531|98.13|1(-)	1919	1742.91	4079.79	23.2501
NM_001198696|AIFM2|71873735|71892690|71873735|71873933|94.39|1(-)	1537	1490.26	537	3.57908
NM_032876|AJUBA|23441284|23451851|23441284|23442651|36.45|1(-)	3360	3717.78	3601.19	9.62109
NM_000476|AK1|130630118|130640022|130630118|130630286|100|1(-)	906	780.823	6681	84.9865
NM_001199199|AK2|33475679|33502512|33475679|33476429|73.83|1(-)	1508	1304.41	15865	120.806
NM_001199852|AK3|4712165|4741309|4712165|4712975|34.58|1(-)	1596	1109.7	3309	29.6176
NM_001015891|AK6|68647767|68665840|68647767|68647887|71.03|1(-)	968	659.802	2821.66	42.4768
NM_001317958|AK8|135600965|135754198|135600965|135601074|44.86|1(-)	2112	2106.95	1381	6.51029
NM_001330152|AKAP10|19808081|19881169|19808081|19809539|73.83|1(-)	3450	2913.13	5950	20.287
NM_005858|AKAP8|15465443|15490612|15465443|15465725|100|1(-)	2431	2286.19	3584	15.571
NM_001291478|AKAP8L|15490861|15529932|15490861|15490932|92.52|1(-)	2027	1924.55	6393	32.9942
NM_018064|AKIRIN2|88385016|88411985|88385016|88385314|68.22|1(-)	1493	1466.19	1236	8.37315
NM_001346142|AKR1B1|134127108|134143991|134127108|134127479|93.46|1(-)	1374	1211.26	0	0
NM_001321027|AKR1C2|5031965|5046206|5031965|5032187|34.58|1(-)	1295	1060.23	15.5524	0.1457
NM_001320979|AKR7A2|19630491|19638640|19630491|19630718|62.62|1(-)	1224	1175.25	11280.3	95.3351
NM_012067|AKR7A3|19609059|19615280|19609059|19609224|62.62|1(-)	1238	1149.32	474.66	4.10205
NM_001014431|AKT1|105235686|105262080|105235686|105236677|98.13|1(-)	2773	2913.09	70836	241.525
NM_001098632|AKT1S1|50372296|50380644|50372296|50373173|99.07|1(-)	2018	2309.71	3647	15.6833
NM_001243027|AKT2|40738710|40791302|40738710|40739778|56.07|1(-)	2776	3227.05	15337	47.2058
NM_001012398|AKTIP|53526217|53537216|53526217|53526323|79.44|1(-)	1242	939.777	2520	26.634
NM_000031|ALAD|116150490|116163618|116150490|116150579|88.79|1(-)	1284	1240.04	3514	28.1468
NM_001017423|ALDH18A1|97365698|97416567|97365698|97366518|99.07|1(-)	3444	3324.83	23970	71.6076
NM_001034173|ALDH1L2|105413568|105478341|105413568|105418201|56.07|1(-)	7532	6462.45	1631.06	2.50688
NM_000691|ALDH3A1|19641297|19651746|19641297|19641533|35.51|1(-)	1778	1615.26	0	0
NM_001161504|ALDH4A1|19197924|19217385|19197924|19199338|98.13|1(-)	3242	3721.29	16360	43.6667
NM_001278593|ALDH6A1|74527323|74551196|74527323|74527344|53.27|1(-)	1689	1513.96	14668	96.2315
NM_001182|ALDH7A1|125880563|125931082|125880563|125880656|93.46|1(-)	1905	1644.1	4304	26.0019
NM_000696|ALDH9A1|165632063|165667900|165632063|165632286|61.68|1(-)	1885	1655.66	19795	118.753
NM_005165|ALDOC|26900138|26903951|26900138|26900543|89.72|1(-)	1645	1644.31	12966.1	78.3227
NM_024105|ALG12|50296864|50312106|50296864|50297485|98.13|1(-)	2362	2645.4	4007	15.0449
NM_001305242|ALG14|95448486|95538507|95448486|95448851|78.5|1(-)	886	695.445	1157	16.5246
NM_001015050|ALG1L|125648115|125655887|125648115|125648194|41.12|1(-)	812	733.943	1223.41	16.5565
NM_033087|ALG2|101980085|101984246|101980085|101980215|85.05|1(-)	1451	1272.01	3626	28.3139
NM_001006941|ALG3|183960211|183967313|183960211|183960301|98.13|1(-)	1511	1687.83	11888	69.9585
NM_001142364|ALG5|37523975|37573504|37523975|37524078|99.07|1(-)	1055	755.366	3132	41.1837
NM_024079|ALG8|77811992|77850699|77811992|77812009|99.07|1(-)	1663	1471.98	12181	82.1941
NM_001077690|ALG9|111653038|111742305|111653038|111657120|70.09|1(-)	6017	5520.86	4297.48	7.73158
NM_006020|ALKBH1|78139438|78174356|78139438|78140154|90.65|1(-)	1895	1746.74	4555	25.9013
NM_001001655|ALKBH2|109525994|109531293|109525994|109526010|98.13|1(-)	1045	914.352	2607	28.3197
NM_017621|ALKBH4|102097266|102105321|102097266|102097840|34.58|1(-)	1521	1536	1848.15	11.9511
NM_001297701|ALKBH6|36500023|36505145|36500023|36500191|92.52|1(-)	1054	1038.65	2435	23.2857
NM_001301010|ALKBH8|107373453|107436461|107373453|107375383|89.72|1(-)	4037	3005.17	1035	3.42084
NM_001165960|ALOXE3|7999218|8022234|7999218|7999944|31.78|1(-)	3396	3782.11	463	1.21593
NM_052947|ALPK2|56148479|56296189|56148479|56149054|58.88|1(-)	7302	7139.26	0	0
NM_020919|ALS2|202565276|202645895|202565276|202566573|89.72|1(-)	6627	6091.34	3550	5.78863
NM_001190707|ALS2CL|46712079|46735146|46712079|46712473|48.6|1(-)	3449	3866.43	895	2.29918
NM_005782|ALYREF|79845871|79849462|79845871|79846006|62.62|1(-)	936	748.662	16479	218.628
NM_001167595|AMACR|33988395|34008220|33988395|33988412|98.13|1(-)	1298	1066.62	1621	15.095
NM_001267782|AMBRA1|46417964|46615619|46417964|46418999|96.26|1(-)	5303	5968.48	10475.9	17.4337
NM_152424|AMER1|63404997|63425624|63404997|63409758|92.52|1(-)	8442	8887.92	852.112	0.952264
NM_001144|AMFR|56396649|56459450|56396649|56396820|57.94|1(-)	2314	2350.11	20605	87.0855
NM_020703|AMIGO1|110049446|110052336|110049446|110050052|64.49|1(-)	2470	2518.04	300	1.18337
NM_181847|AMIGO2|47471129|47473734|47471129|47471216|66.36|1(-)	2209	2085.64	6659	31.7125
NM_198722|AMIGO3|49754276|49757238|49754276|49755383|88.79|1(-)	2962	3560.96	1305	3.64002
NM_001025580|AMMECR1|109437414|109561380|109437414|109441747|55.14|1(-)	5305	4383.3	1443	3.26984
NM_001199140|AMMECR1L|128620792|128643514|128620792|128622667|71.96|1(-)	3087	3125.97	3256	10.3457
NM_001113402|AMN1|31825029|31882108|31825029|31825237|84.11|1(-)	1151	816.116	772	9.39564
NM_001113490|AMOT|112018155|112066354|112018155|112021794|61.68|1(-)	6894	6655.37	134	0.199983
NM_001278683|AMOTL2|134074719|134094259|134074719|134076546|59.81|1(-)	4458	4660.3	17106	36.4582
NM_001635|AMPH|38423305|38671167|38423305|38424418|46.73|1(-)	3417	3098.67	33	0.105779
NM_000481|AMT|49454211|49460111|49454211|49454972|75.7|1(-)	2201	2331.94	120	0.511123
NM_022662|ANAPC1|112525217|112641741|112525217|112526867|58.88|1(-)	7732	7150.52	12941	17.9759
NM_001256706|ANAPC10|145916363|146019371|145916363|145916524|66.36|1(-)	831	467.051	1256	26.7108
NM_001242374|ANAPC13|134197359|134204865|134197359|134197431|59.81|1(-)	1028	846.869	2427	28.4652
NM_001330321|ANAPC15|71817418|71823826|71817418|71818396|39.25|1(-)	1777	1633.1	4008.94	24.3825
NM_013366|ANAPC2|140069236|140083057|140069236|140069393|98.13|1(-)	2699	2859.21	9600	33.3492
NM_001137559|ANAPC5|121746160|121792012|121746160|121746282|100|1(-)	2251	2011.02	27541	136.026
NM_016238|ANAPC7|110811629|110841535|110811629|110811948|67.29|1(-)	2120	1843.6	11912	64.177
NM_015305|ANGEL1|77253586|77279283|77253586|77255570|88.79|1(-)	4110	4609.71	6433	13.8612
NM_001300753|ANGEL2|213168095|213189217|213168095|213168382|85.98|1(-)	2051	1518.4	3374	22.0709
NM_012098|ANGPTL2|129850917|129885044|129850917|129851217|32.71|1(-)	2282	2119.26	0	0
NM_001321411|ANGPTL6|10203014|10213333|10203014|10203264|34.58|1(-)	1779	1856.27	41	0.219383
NM_001142445|ANK1|41512219|41522804|41512219|41513245|33.64|1(-)	1760	1724.4	87	0.50112
NM_001257999|ANKFY1|4071131|4167142|4071131|4071072|56.07|1(-)	3694	3649.23	5001	13.6118
NM_054027|ANKH|14711173|14871887|14711173|14711305|97.2|1(-)	1942	2027.55	2	0.00979758
NM_015114|ANKLE2|133303718|133338474|133303718|133303827|98.13|1(-)	3016	2808.67	10924	38.6315
NM_001282771|ANKMY1|241418839|241497438|241418839|241419025|78.5|1(-)	3437	3679.19	694	1.87356
NM_020319|ANKMY2|16639404|16685442|16639404|16640385|98.13|1(-)	2551	1929.68	3659	18.8338
NM_023039|ANKRA2|72848160|72861511|72848160|72848621|80.37|1(-)	2062	1671.29	1282	7.619
NM_017664|ANKRD10|111530964|111567454|111530964|111531983|79.44|1(-)	2455	2236.36	5593	24.8407
NM_001256182|ANKRD11|89334038|89556969|89334038|89334885|36.45|1(-)	9371	9037.82	7201	7.91389
NM_030816|ANKRD13C|70727781|70820417|70727781|70728399|64.49|1(-)	2570	2070.04	4813	23.094
NM_001009941|ANKRD16|5902870|5931860|5902870|5920092|41.12|1(-)	18851	19732.3	3730.09	1.87759
NM_001286771|ANKRD17|73941540|74088831|73941540|73941947|48.6|1(-)	7967	7291.27	11938	16.2626
NM_001331100|ANKRD18A|38566148|38620657|38566148|38572041|40.19|1(-)	9433	8615.07	683.433	0.787949
NM_144994|ANKRD23|97503651|97509758|97503651|97505285|76.64|1(-)	2581	2787.35	230	0.819592
NM_001256053|ANKRD26|27294443|27389427|27294443|27294518|58.88|1(-)	5377	3378.16	4743	13.9455
NM_032139|ANKRD27|33087914|33166102|33087914|33089050|100|1(-)	4445	4119.89	7474	18.0189
NM_001195098|ANKRD28|15708743|15839691|15708743|15711776|77.57|1(-)	6382	4986.26	6462	12.8722
NM_001308238|ANKRD29|21180198|21242849|21180198|21181189|38.32|1(-)	1953	1596.54	14	0.0870983
NM_016466|ANKRD39|97513777|97523756|97513777|97514037|80.37|1(-)	844	726.36	605	8.27302
NM_052855|ANKRD40|48772683|48785270|48772683|48773357|80.37|1(-)	2036	1759.37	5070	28.6228
NM_001195144|ANKRD44|197851386|198175521|197851386|197854314|68.22|1(-)	6103	4929.64	1041	2.09747
NM_173595|ANKRD52|56633613|56652143|56633613|56636925|61.68|1(-)	6633	7498.79	10530	13.9476
NM_138797|ANKRD54|38226862|38240353|38226862|38227949|100|1(-)	2098	2198.59	5715	25.8186
NM_001190479|ANKRD63|40570573|40574787|40570573|40573644|38.32|1(-)	4214	4816.68	8	0.0164969
NM_152326|ANKRD9|102973182|102976128|102973182|102973272|100|1(-)	1641	1757.64	5122	28.9447
NM_173551|ANKS6|101498027|101558824|101498027|101498800|46.73|1(-)	3440	3709.14	4	0.0107114
NM_001204832|ANO10|43407867|43663569|43407867|43408397|49.53|1(-)	2495	2308.85	10768	46.3234
NM_020959|ANO8|17434032|17445638|17434032|17434325|85.98|1(-)	4151	4630.92	1660.01	3.56044
NM_000216|ANOS1|8496915|8700228|8496915|8501035|30.84|1(-)	6314	5029.87	26	0.0513426
NM_006305|ANP32A|69072207|69113261|69072207|69072419|81.31|1(-)	1133	774.67	6857	87.9181
NM_001136478|ANP32E|150192680|150208504|150192680|150192992|95.33|1(-)	1366	857.503	4212	48.788
NM_001150|ANPEP|90328126|90358072|90328126|90328579|35.51|1(-)	3649	3941.72	11	0.0277184
NM_001286780|ANTXR2|80826725|80994626|80826725|80828582|66.36|1(-)	3250	2656.02	340	1.27148
NM_001157|ANXA11|81915353|81965328|81915353|81915608|100|1(-)	2011	2070.44	12394	59.458
NM_001002857|ANXA2|60639593|60690185|60639593|60639828|42.99|1(-)	1391	1105.73	41224	370.308
NM_001014279|ANXA2R|43039474|43040447|43039474|43039566|41.12|1(-)	973	918.484	99	1.07059
NM_001154|ANXA5|122589152|122618147|122589152|122589622|97.2|1(-)	1598	1186.18	25741	215.544
NM_001155|ANXA6|150480666|150537443|150480666|150481008|99.07|1(-)	2592	2574.07	52154	201.246
NM_001156|ANXA7|75135539|75173843|75135539|75135852|99.07|1(-)	1789	1488.85	34469	229.953
NM_001127|AP1B1|29723845|29784572|29723845|29724809|100|1(-)	4001	4316.84	23139	53.2402
NM_001030007|AP1G1|71766258|71842976|71766258|71766960|42.99|1(-)	3494	3142.91	17081	53.9812
NM_001282474|AP1G2|24028776|24037045|24028776|24028957|94.39|1(-)	2750	2974.4	4243	14.1688
NM_001300887|AP1M2|10683347|10697991|10683347|10683741|76.64|1(-)	1756	1761.06	20572	116.028
NM_001272071|AP1S2|15844663|15873137|15844663|15845447|45.79|1(-)	1594	1163.56	4116	35.1355
NM_001039569|AP1S3|224620043|224702319|224620043|224623431|67.29|1(-)	4005	3227.89	729.943	2.24611
NM_001301076|AP2S1|47341424|47353547|47341424|47341703|100|1(-)	862	769.642	21552	278.137
NM_001271769|AP3B1|77298150|77590579|77298150|77298725|89.72|1(-)	4048	3220.57	9250	28.5279
NM_001278511|AP3B2|83328033|83378660|83328033|83328311|71.03|1(-)	3633	3698.58	99	0.265865
NM_001261826|AP3D1|2102034|2151556|2102034|2102171|98.13|1(-)	4008	4016.89	22103	54.654
NM_001320263|AP3M1|75882716|75910843|75882716|75883567|66.36|1(-)	2729	2377.52	14539	60.7394
NM_005829|AP3S2|90377537|90437617|90377537|90378746|99.07|1(-)	2227	2255.42	3137.65	13.8178
NM_001253852|AP4B1|114437678|114447545|114437678|114437686|45.79|1(-)	2434	2228.02	1381	6.15651
NM_138368|AP5B1|65545235|65548062|65545235|65545326|54.21|1(-)	2728	3327.94	2937	8.76575
NM_001163|APBA1|72042449|72287275|72042449|72046242|37.38|1(-)	6583	6901.07	6	0.00863566
NM_004886|APBA3|3750874|3761673|3750874|3751023|82.24|1(-)	2054	2292.7	1272	5.51062
NM_001164|APBB1|6416355|6440341|6416355|6416763|73.83|1(-)	2682	2917.42	317	1.07925
NM_001166050|APBB2|40817575|41216635|40817575|40818108|49.53|1(-)	3440	3185.45	1192	3.71677
