target_id	length	eff_length	est_counts	tpm
NM_213604|ADAMTSL5|1505723|1513188|1505723|1506013|48.6|1(-)	2150	2491.74	725	2.53285
NM_001284308|ADAP1|937547|995043|937547|938557|85.05|1(-)	2168	2517.9	7569	26.1682
NM_001025107|ADAR|154554771|154600456|154554771|154557281|83.18|1(-)	6302	6366.39	64309	87.9329
NM_001324444|ADAT1|75633824|75657221|75633824|75634113|42.99|1(-)	2025	1828.8	3059	14.5609
NM_001286259|ADAT2|143749483|143763814|143749483|143749599|57.94|1(-)	1836	1551.57	236.265	1.32556
NM_001320613|ADCY3|25042142|25142886|25042142|25042800|49.53|1(-)	4628	5283.62	5113	8.42398
NM_015270|ADCY6|49159977|49182879|49159977|49162373|88.79|1(-)	6098	7052.83	36992	45.6581
NM_001116|ADCY9|4014904|4166186|4014904|4015775|83.18|1(-)	5472	6013	13409	19.4124
NM_001185054|ADD2|70889262|70994847|70889262|70890556|49.53|1(-)	3740	3827.78	27	0.0614031
NM_145290|ADGRA3|22388999|22517677|22388999|22389327|95.33|1(-)	4564	4043.9	5868	12.6317
NM_001294335|ADGRB2|32192718|32229664|32192718|32193020|93.46|1(-)	5427	6486.22	1456	1.95408
NM_001008701|ADGRL1|14260499|14316997|14260499|14261684|42.99|1(-)	5906	6847.74	11885	15.1086
NM_000671|ADH5|99993297|100009939|99993297|99993567|88.79|1(-)	1483	1186.86	11196	82.1177
NM_001306077|ADI1|3502562|3521518|3502562|3502733|56.07|1(-)	3531	3077.55	9758.36	27.6023
NM_001290553|ADIPOR1|202910631|202927112|202910631|202910700|96.26|1(-)	1367	1403.4	25632	158.992
NM_001282531|ADNP|49510856|49547750|49510856|49507941|30.84|1(-)	1046	844.157	1167	12.0343
NM_031284|ADPGK|73043708|73076126|73043708|73044681|98.13|1(-)	2558	2496.95	5787	20.1752
NM_138430|ADPRHL1|114076294|114107839|114076294|114077136|54.21|1(-)	1994	2054.77	4102	17.3782
NM_001126|ADSS|244572770|244615436|244572770|244572887|54.21|1(-)	1805	1362.62	8030	51.2997
NM_001130|AES|3053157|3062371|3053157|3053816|100|1(-)	1426	1558.41	42859	239.405
NM_001134647|AFAP1|7765293|7941653|7765293|7765491|40.19|1(-)	2916	2895.22	1229	3.69525
NM_001025108|AFF3|100163748|100722045|100163748|100167935|37.38|1(-)	8087	7706.04	4075.21	4.60354
NM_014423|AFF4|132215879|132299354|132215879|132216750|77.57|1(-)	4771	4112.65	7997	16.9269
NM_006796|AFG3L2|12329114|12377275|12329114|12329563|97.2|1(-)	3037	2787.68	16922	52.8423
NM_000027|AGA|178352717|178363657|178352717|178352861|89.72|1(-)	1313	1019.05	3686	31.4872
NM_001122772|AGAP2|58118980|58132029|58118980|58120334|53.27|1(-)	4933	5923.58	300	0.44087
NM_001144000|AGAP5|75434053|75457554|75434053|75434356|37.38|1(-)	2405	2204.55	1107.02	4.3713
NM_001136|AGER|32148746|32152099|32148746|32148919|89.72|1(-)	1488	1575.5	200	1.10505
NM_024758|AGMAT|15900044|15911605|15900044|15900145|55.14|1(-)	1303	1330.66	432	2.82612
NM_001164623|AGO2|141541868|141645646|141541868|141542142|98.13|1(-)	2793	2722.02	15404	49.2625
NM_006411|AGPAT1|32135989|32143916|32135989|32137052|89.72|1(-)	2250	2702.52	10770	34.6912
NM_001012727|AGPAT2|139567596|139581911|139567596|139568203|96.26|1(-)	1450	1682.16	5190	26.858
NM_020133|AGPAT4|161557106|161695107|161557106|161557571|74.77|1(-)	1829	1849.37	1	0.00470706
NM_000029|AGT|230838283|230850336|230838283|230838886|32.71|1(-)	2569	2760.14	42	0.132462
NM_001286715|AGTPBP1|88161854|88356944|88161854|88162023|41.12|1(-)	4073	3020.66	1904	5.48705
NM_001323342|AHCTF1|247003841|247095280|247003841|247004107|95.33|1(-)	7475	6011.64	21868	31.6657
NM_000687|AHCY|32868074|32891317|32868074|32868839|100|1(-)	2305	2343.69	63257	234.954
NM_001134830|AHI1|135606433|135818903|135606433|135606782|87.85|1(-)	4177	2932.34	1655	4.91311
NM_024060|AHNAK|62201016|62314332|62201016|62201355|72.9|1(-)	1089	994.862	26902	235.394
NM_138420|AHNAK2|105407670|105444694|105407670|105404399|34.58|1(-)	14237	15331.5	38379	21.7913
NM_022831|AIDA|222841355|222885864|222841355|222843234|34.58|1(-)	3005	2376.08	4471	16.3801
NM_001130846|AIFM1|129263342|129272015|129263342|129263531|98.13|1(-)	1919	1750.03	4662.3	23.1914
NM_001198696|AIFM2|71873735|71892690|71873735|71873933|94.39|1(-)	1537	1509.9	468	2.69817
NM_032876|AJUBA|23441284|23451851|23441284|23442651|36.45|1(-)	3360	3760.63	3151.26	7.29452
NM_000476|AK1|130630118|130640022|130630118|130630286|100|1(-)	906	783.688	6695	74.367
NM_001199199|AK2|33475679|33502512|33475679|33476429|73.83|1(-)	1508	1312.38	18200	120.721
NM_001199852|AK3|4712165|4741309|4712165|4712975|34.58|1(-)	1596	1108.87	3794	29.7845
NM_001015891|AK6|68647767|68665840|68647767|68647887|71.03|1(-)	968	660.703	2755.61	36.3065
NM_001317958|AK8|135600965|135754198|135600965|135601074|44.86|1(-)	2112	2116.64	1537	6.32122
NM_001330152|AKAP10|19808081|19881169|19808081|19809539|73.83|1(-)	3450	2893.82	11557	34.7654
NM_005858|AKAP8|15465443|15490612|15465443|15465725|100|1(-)	2431	2303.57	4046	15.2897
NM_001291478|AKAP8L|15490861|15529932|15490861|15490932|92.52|1(-)	2027	1944.37	7268	32.5394
NM_018064|AKIRIN2|88385016|88411985|88385016|88385314|68.22|1(-)	1493	1475.78	1363	8.03985
NM_001346142|AKR1B1|134127108|134143991|134127108|134127479|93.46|1(-)	1374	1251.26	3	0.0208712
NM_001321027|AKR1C2|5031965|5046206|5031965|5032187|34.58|1(-)	1295	1063.03	86.3323	0.706969
NM_001320979|AKR7A2|19630491|19638640|19630491|19630718|62.62|1(-)	1224	1187.95	11860.8	86.9144
NM_012067|AKR7A3|19609059|19615280|19609059|19609224|62.62|1(-)	1238	1160.77	433.153	3.24839
NM_001014431|AKT1|105235686|105262080|105235686|105236677|98.13|1(-)	2773	2946.91	60643.8	179.14
NM_001098632|AKT1S1|50372296|50380644|50372296|50373173|99.07|1(-)	2018	2339.13	4742	17.6474
NM_001243027|AKT2|40738710|40791302|40738710|40739778|56.07|1(-)	2776	3258.69	17604.2	47.0269
NM_001012398|AKTIP|53526217|53537216|53526217|53526323|79.44|1(-)	1242	948.015	2730	25.0681
NM_000031|ALAD|116150490|116163618|116150490|116150579|88.79|1(-)	1284	1257.94	2343	16.2138
NM_001017423|ALDH18A1|97365698|97416567|97365698|97366518|99.07|1(-)	3444	3328.78	24739	64.6949
NM_001034173|ALDH1L2|105413568|105478341|105413568|105418201|56.07|1(-)	7532	6431.3	2066.78	2.79749
NM_000691|ALDH3A1|19641297|19651746|19641297|19641533|35.51|1(-)	1778	1767.93	3	0.0147717
NM_001161504|ALDH4A1|19197924|19217385|19197924|19199338|98.13|1(-)	3242	3752.15	14659	34.0093
NM_001278593|ALDH6A1|74527323|74551196|74527323|74527344|53.27|1(-)	1689	1508.01	19029	109.846
NM_001182|ALDH7A1|125880563|125931082|125880563|125880656|93.46|1(-)	1905	1655.57	6329	33.2782
NM_000696|ALDH9A1|165632063|165667900|165632063|165632286|61.68|1(-)	1885	1665.09	22599	118.148
NM_005165|ALDOC|26900138|26903951|26900138|26900543|89.72|1(-)	1645	1660.07	13587	71.2477
NM_024105|ALG12|50296864|50312106|50296864|50297485|98.13|1(-)	2362	2664.92	3631	11.8609
NM_001305242|ALG14|95448486|95538507|95448486|95448851|78.5|1(-)	886	698.518	1132	14.1072
NM_001015050|ALG1L|125648115|125655887|125648115|125648194|41.12|1(-)	812	739.833	930.251	10.9456
NM_033087|ALG2|101980085|101984246|101980085|101980215|85.05|1(-)	1451	1270.76	3989	27.3259
NM_001006941|ALG3|183960211|183967313|183960211|183960301|98.13|1(-)	1511	1702.92	15120	77.2913
NM_001142364|ALG5|37523975|37573504|37523975|37524078|99.07|1(-)	1055	751.587	3471	40.2021
NM_024079|ALG8|77811992|77850699|77811992|77812009|99.07|1(-)	1663	1461.04	12598	75.0606
NM_001077690|ALG9|111653038|111742305|111653038|111657120|70.09|1(-)	6017	5504.78	4920.86	7.78169
NM_006020|ALKBH1|78139438|78174356|78139438|78140154|90.65|1(-)	1895	1740.55	3465	17.3296
NM_001001655|ALKBH2|109525994|109531293|109525994|109526010|98.13|1(-)	1045	920.608	2732	25.8333
NM_017621|ALKBH4|102097266|102105321|102097266|102097840|34.58|1(-)	1521	1553.26	1612.51	9.03717
NM_001297701|ALKBH6|36500023|36505145|36500023|36500191|92.52|1(-)	1054	1049.72	2513	20.8397
NM_001301010|ALKBH8|107373453|107436461|107373453|107375383|89.72|1(-)	4037	2979.25	823	2.40473
NM_001165960|ALOXE3|7999218|8022234|7999218|7999944|31.78|1(-)	3396	3783.37	388	0.892743
NM_052947|ALPK2|56148479|56296189|56148479|56149054|58.88|1(-)	7302	7144.41	0	0
NM_020919|ALS2|202565276|202645895|202565276|202566573|89.72|1(-)	6627	6075.62	3477	4.98182
NM_001190707|ALS2CL|46712079|46735146|46712079|46712473|48.6|1(-)	3449	3907.3	1171	2.60887
NM_005782|ALYREF|79845871|79849462|79845871|79846006|62.62|1(-)	936	758.106	19620	225.29
NM_001167595|AMACR|33988395|34008220|33988395|33988412|98.13|1(-)	1298	1073.38	1656	13.4301
NM_001267782|AMBRA1|46417964|46615619|46417964|46418999|96.26|1(-)	5303	5990.88	11682.2	16.9749
NM_152424|AMER1|63404997|63425624|63404997|63409758|92.52|1(-)	8442	8872.33	985.126	0.966557
NM_001144|AMFR|56396649|56459450|56396649|56396820|57.94|1(-)	2314	2354.98	22771	84.172
NM_020703|AMIGO1|110049446|110052336|110049446|110050052|64.49|1(-)	2470	2531.16	422	1.45133
NM_181847|AMIGO2|47471129|47473734|47471129|47471216|66.36|1(-)	2209	2101.45	1089	4.51109
NM_198722|AMIGO3|49754276|49757238|49754276|49755383|88.79|1(-)	2962	3600.47	1417	3.42597
NM_001025580|AMMECR1|109437414|109561380|109437414|109441747|55.14|1(-)	5305	4373.99	1841	3.66395
NM_001199140|AMMECR1L|128620792|128643514|128620792|128622667|71.96|1(-)	3087	3114.84	3701	10.3433
NM_001113402|AMN1|31825029|31882108|31825029|31825237|84.11|1(-)	1151	816.186	687	7.32725
NM_001113490|AMOT|112018155|112066354|112018155|112021794|61.68|1(-)	6894	6636.56	447	0.586324
NM_001278683|AMOTL2|134074719|134094259|134074719|134076546|59.81|1(-)	4458	4686.87	32395	60.1684
NM_001635|AMPH|38423305|38671167|38423305|38424418|46.73|1(-)	3417	3099.02	156	0.438201
NM_000481|AMT|49454211|49460111|49454211|49454972|75.7|1(-)	2201	2348.23	162	0.600547
NM_022662|ANAPC1|112525217|112641741|112525217|112526867|58.88|1(-)	7732	7135.07	14910	18.1908
NM_001256706|ANAPC10|145916363|146019371|145916363|145916524|66.36|1(-)	831	464.066	1084	20.334
NM_001242374|ANAPC13|134197359|134204865|134197359|134197431|59.81|1(-)	1028	854.389	3052	31.0958
NM_001330321|ANAPC15|71817418|71823826|71817418|71818396|39.25|1(-)	1777	1629	4549.66	24.3126
NM_013366|ANAPC2|140069236|140083057|140069236|140069393|98.13|1(-)	2699	2893.06	10235	30.7967
NM_001137559|ANAPC5|121746160|121792012|121746160|121746282|100|1(-)	2251	2010.53	31452.9	136.183
NM_016238|ANAPC7|110811629|110841535|110811629|110811948|67.29|1(-)	2120	1837.76	12198	57.7793
NM_015305|ANGEL1|77253586|77279283|77253586|77255570|88.79|1(-)	4110	4620.62	6773	12.7601
NM_001300753|ANGEL2|213168095|213189217|213168095|213168382|85.98|1(-)	2051	1497.34	3408	19.813
NM_012098|ANGPTL2|129850917|129885044|129850917|129851217|32.71|1(-)	2282	2124.41	0	0
NM_001321411|ANGPTL6|10203014|10213333|10203014|10203264|34.58|1(-)	1779	1877.59	29	0.134453
NM_001142445|ANK1|41512219|41522804|41512219|41513245|33.64|1(-)	1760	1731.14	183	0.92022
NM_001257999|ANKFY1|4071131|4167142|4071131|4071072|56.07|1(-)	3694	3659.62	5664	13.4729
NM_054027|ANKH|14711173|14871887|14711173|14711305|97.2|1(-)	1942	2050.76	5	0.0212241
NM_015114|ANKLE2|133303718|133338474|133303718|133303827|98.13|1(-)	3016	2820.01	12102	37.3577
NM_001282771|ANKMY1|241418839|241497438|241418839|241419025|78.5|1(-)	3437	3699.77	726	1.70818
NM_020319|ANKMY2|16639404|16685442|16639404|16640385|98.13|1(-)	2551	1915.19	3532	16.054
NM_023039|ANKRA2|72848160|72861511|72848160|72848621|80.37|1(-)	2062	1666.83	2050	10.7062
NM_017664|ANKRD10|111530964|111567454|111530964|111531983|79.44|1(-)	2455	2245.8	6158	23.8694
NM_001256182|ANKRD11|89334038|89556969|89334038|89334885|36.45|1(-)	9371	9068.38	10723	10.2934
NM_030816|ANKRD13C|70727781|70820417|70727781|70728399|64.49|1(-)	2570	2064.84	5092	21.4672
NM_001009941|ANKRD16|5902870|5931860|5902870|5920092|41.12|1(-)	18851	19755.6	3858.04	1.70001
NM_001286771|ANKRD17|73941540|74088831|73941540|73941947|48.6|1(-)	7967	7239.48	16071	19.3245
NM_001331100|ANKRD18A|38566148|38620657|38566148|38572041|40.19|1(-)	9433	8592.61	856.499	0.867711
NM_144994|ANKRD23|97503651|97509758|97503651|97505285|76.64|1(-)	2581	2808	232	0.719223
NM_001256053|ANKRD26|27294443|27389427|27294443|27294518|58.88|1(-)	5377	3343.46	4372	11.383
NM_032139|ANKRD27|33087914|33166102|33087914|33089050|100|1(-)	4445	4098.77	6380	13.55
NM_001195098|ANKRD28|15708743|15839691|15708743|15711776|77.57|1(-)	6382	4938.01	8751	15.4269
NM_001308238|ANKRD29|21180198|21242849|21180198|21181189|38.32|1(-)	1953	1587.98	78	0.427585
NM_016466|ANKRD39|97513777|97523756|97513777|97514037|80.37|1(-)	844	730.797	614	7.31384
NM_052855|ANKRD40|48772683|48785270|48772683|48773357|80.37|1(-)	2036	1760.33	5756	28.4643
NM_001195144|ANKRD44|197851386|198175521|197851386|197854314|68.22|1(-)	6103	4892.05	1183.13	2.1053
NM_173595|ANKRD52|56633613|56652143|56633613|56636925|61.68|1(-)	6633	7525.8	11386	13.1702
NM_138797|ANKRD54|38226862|38240353|38226862|38227949|100|1(-)	2098	2214.89	5437	21.3688
NM_001190479|ANKRD63|40570573|40574787|40570573|40573644|38.32|1(-)	4214	4854.04	37	0.0663547
NM_152326|ANKRD9|102973182|102976128|102973182|102973272|100|1(-)	1641	1792.15	4069	19.7645
NM_173551|ANKS6|101498027|101558824|101498027|101498800|46.73|1(-)	3440	3740.88	1	0.00232702
NM_001204832|ANO10|43407867|43663569|43407867|43408397|49.53|1(-)	2495	2315.83	15009	56.4182
NM_020959|ANO8|17434032|17445638|17434032|17434325|85.98|1(-)	4151	4676.54	1685.01	3.13655
NM_000216|ANOS1|8496915|8700228|8496915|8501035|30.84|1(-)	6314	5006.67	28	0.0486836
NM_006305|ANP32A|69072207|69113261|69072207|69072419|81.31|1(-)	1133	775.108	7776	87.3308
NM_001136478|ANP32E|150192680|150208504|150192680|150192992|95.33|1(-)	1366	856.733	5160	52.4297
NM_001150|ANPEP|90328126|90358072|90328126|90328579|35.51|1(-)	3649	3952.73	9	0.0198207
NM_001286780|ANTXR2|80826725|80994626|80826725|80828582|66.36|1(-)	3250	2634.83	287	0.948204
NM_001157|ANXA11|81915353|81965328|81915353|81915608|100|1(-)	2011	2089.99	12394	51.6226
NM_001002857|ANXA2|60639593|60690185|60639593|60639828|42.99|1(-)	1391	1103.98	55589	438.328
NM_001014279|ANXA2R|43039474|43040447|43039474|43039566|41.12|1(-)	973	928.059	105	0.984888
NM_001154|ANXA5|122589152|122618147|122589152|122589622|97.2|1(-)	1598	1183.45	29326	215.713
NM_001155|ANXA6|150480666|150537443|150480666|150481008|99.07|1(-)	2592	2586.73	44645	150.243
NM_001156|ANXA7|75135539|75173843|75135539|75135852|99.07|1(-)	1789	1484.46	36842	216.046
NM_001127|AP1B1|29723845|29784572|29723845|29724809|100|1(-)	4001	4340.35	29221	58.6063
NM_001030007|AP1G1|71766258|71842976|71766258|71766960|42.99|1(-)	3494	3121.8	17696	49.345
NM_001282474|AP1G2|24028776|24037045|24028776|24028957|94.39|1(-)	2750	2988.73	4724	13.7593
NM_001300887|AP1M2|10683347|10697991|10683347|10683741|76.64|1(-)	1756	1772.68	22879	112.352
NM_001272071|AP1S2|15844663|15873137|15844663|15845447|45.79|1(-)	1594	1163.53	3764	28.1608
NM_001039569|AP1S3|224620043|224702319|224620043|224623431|67.29|1(-)	4005	3219.45	710.542	1.92124
NM_001301076|AP2S1|47341424|47353547|47341424|47341703|100|1(-)	862	774.271	23705	266.514
NM_001271769|AP3B1|77298150|77590579|77298150|77298725|89.72|1(-)	4048	3198.86	11093	30.1875
NM_001278511|AP3B2|83328033|83378660|83328033|83328311|71.03|1(-)	3633	3706.77	136	0.319387
NM_001261826|AP3D1|2102034|2151556|2102034|2102171|98.13|1(-)	4008	4025.31	25089	54.2572
NM_001320263|AP3M1|75882716|75910843|75882716|75883567|66.36|1(-)	2729	2360.17	16177	59.6662
NM_005829|AP3S2|90377537|90437617|90377537|90378746|99.07|1(-)	2227	2267.67	3214.94	12.3415
NM_001253852|AP4B1|114437678|114447545|114437678|114437686|45.79|1(-)	2434	2240.32	1626	6.31807
NM_138368|AP5B1|65545235|65548062|65545235|65545326|54.21|1(-)	2728	3392.07	3217	8.25581
NM_001163|APBA1|72042449|72287275|72042449|72046242|37.38|1(-)	6583	6912.56	5.00222	0.00629937
NM_004886|APBA3|3750874|3761673|3750874|3751023|82.24|1(-)	2054	2313.63	1184	4.45482
NM_001164|APBB1|6416355|6440341|6416355|6416763|73.83|1(-)	2682	2934.22	277	0.821789
NM_001166050|APBB2|40817575|41216635|40817575|40818108|49.53|1(-)	3440	3177.86	2113	5.78814
