target_id	length	eff_length	est_counts	tpm
NM_005692|ABCF2|150904923|150924460|150904923|150905156|37.38|1(-)	2392	2158.01	9105	36.6869
NM_001257386|ABCG2|89013320|89152474|89013320|89013507|43.93|1(-)	2371	2166.08	31	0.124443
NM_001145364|ABHD11|73150424|73153197|73150424|73150888|86.92|1(-)	1311	1331.88	9444.62	61.66
NM_015600|ABHD12|25275379|25371618|25275379|25275608|88.79|1(-)	1723	1600.21	10213	55.4959
NM_001146314|ABHD14B|52002531|52008646|52002531|52003441|100|1(-)	2237	2656.52	12545	41.0622
NM_198147|ABHD15|27888311|27894042|27888311|27889578|96.26|1(-)	2732	2980.26	1861	5.42971
NM_001177515|ABHD16A|31654735|31670850|31654735|31654988|94.39|1(-)	2136	2323.91	12320	46.0975
NM_001130111|ABHD17A|1876975|1885518|1876975|1877198|42.06|1(-)	1562	1782.46	8276	40.3724
NM_001308256|ABHD3|19230862|19284766|19230862|19231551|74.77|1(-)	1900	1416.68	4545	27.8963
NM_024527|ABHD8|17402940|17414282|17402940|17403469|96.26|1(-)	2089	2349.48	893	3.30495
NM_001012750|ABI1|27036805|27150016|27036805|27037498|68.22|1(-)	2363	1922.1	12089	54.6889
NM_001136000|ABL2|179076734|179112224|179076734|179076852|60.75|1(-)	3358	3296.61	1992	5.2542
NM_001003407|ABLIM1|116193673|116444414|116193673|116196018|35.51|1(-)	4804	4856.17	6618.37	11.8507
NM_001092|ABR|906763|1012340|906763|909319|90.65|1(-)	5057	5641.15	6832	10.5309
NM_145804|ABTB2|34172534|34379555|34172534|34173933|84.11|1(-)	4902	5651.25	3408	5.24373
NM_001130410|ACAA1|38164206|38178733|38164206|38164537|100|1(-)	1534	1552.62	3425	19.1814
NM_006111|ACAA2|47309937|47340251|47309937|47310216|43.93|1(-)	1870	1644.7	6564	34.703
NM_198834|ACACA|35444152|35766902|35444152|35444250|49.53|1(-)	7763	7601.19	31897	36.4883
NM_032169|ACAD11|132276985|132378975|132276985|132277814|94.39|1(-)	3552	3151.96	2413.72	6.65872
NM_012287|ACAP2|194999521|195163817|194999521|195000056|76.64|1(-)	3113	2426.12	22623	81.0816
NM_030649|ACAP3|1228250|1243269|1228250|1228943|100|1(-)	3272	3713.63	2521	5.90282
NM_022735|ACBD3|226333994|226374423|226333994|226334310|41.12|1(-)	1950	1584.25	9856	54.0956
NM_001042473|ACBD5|27469113|27531068|27469113|27486358|54.21|1(-)	18889	17623	7417.38	3.65979
NM_032360|ACBD6|180257365|180472022|180257365|180257497|98.13|1(-)	1602	1459.37	9484	56.5082
NM_001039844|ACBD7|15117474|15130775|15117474|15120528|77.57|1(-)	3369	2952.34	4908.82	14.4576
NM_001082486|ACD|67691432|67694718|67691432|67691508|100|1(-)	2048	2501.81	4101	14.2535
NM_000665|ACHE|100487615|100493592|100487615|100487834|61.68|1(-)	2254	2727.93	21	0.0669377
NM_001164814|ACIN1|23527773|23564823|23527773|23528356|92.52|1(-)	4898	4897.8	7156	12.7044
NM_001303274|ACLY|40023826|40075275|40023826|40024062|86.92|1(-)	3712	3917.82	105073	233.202
NM_007274|ACOT7|6324332|6453826|6324332|6324656|100|1(-)	1804	1909.54	3960	18.0324
NM_005469|ACOT8|44470360|44486048|44470360|44470476|96.26|1(-)	1170	1259.25	6992	48.2809
NM_001330259|ACOT9|23721794|23761404|23721794|23722010|89.72|1(-)	1581	1288.44	5539	37.381
NM_001185039|ACOX1|73941662|73975515|73941662|73942828|81.31|1(-)	3684	3333.49	54298	141.635
NM_003501|ACOX3|8368439|8442452|8368439|8368687|87.85|1(-)	2443	2612.72	2590	8.6197
NM_001302489|ACP2|47261336|47270179|47261336|47261666|47.66|1(-)	1632	1764.51	4773	23.5209
NM_001111034|ACP5|11685475|11689595|11685475|11685824|35.51|1(-)	1610	1705.59	6	0.0305888
NM_001323625|ACP6|147119170|147142665|147119170|147119978|96.26|1(-)	2515	2725.92	1490	4.7529
NM_001286708|ACSL1|185678175|185733413|185678175|185678278|43.93|1(-)	2332	2091.61	36716	152.637
NM_001318509|ACSL4|108886908|108976632|108886908|108887257|52.34|1(-)	2983	2304.57	1165	4.39562
NM_001252675|ACSS1|24986873|25038818|24986873|24988397|54.21|1(-)	3668	4028.25	5153	11.1232
NM_001100|ACTA1|229566992|229569843|229566992|229567245|42.99|1(-)	1492	1430.15	51.0031	0.310099
NM_001141945|ACTA2|90694831|90751154|90694831|90694979|90.65|1(-)	1764	1815.81	433	2.0735
NM_001101|ACTB|5567299|5570232|5567299|5567378|55.14|1(-)	1291	1272.44	467011	3191.35
NM_005159|ACTC1|35082426|35087927|35082426|35082612|33.64|1(-)	1563	1422.67	0	0
NM_001199954|ACTG1|79477595|79479892|79477595|79477715|51.4|1(-)	1506	1506.15	119145	687.849
NM_001102|ACTN1|69341037|69446083|69341037|69341575|100|1(-)	3527	3452.09	24266.3	61.1234
NM_005736|ACTR1A|104240558|104262512|104240558|104240619|98.13|1(-)	1300	1239.02	16771	117.697
NM_005735|ACTR1B|98272468|98280561|98272468|98273320|72.9|1(-)	2191	2475.4	8628	30.3075
NM_022899|ACTR8|53902680|53916229|53902680|53902745|90.65|1(-)	2041	1772.67	2290	11.2329
NM_032487|ACTRT3|169485110|169487683|169485110|169485219|36.45|1(-)	1603	1497.91	508	2.94893
NM_001105|ACVR1|158592958|158731623|158592958|158594042|88.79|1(-)	3044	2685.59	965	3.12444
NM_001107|ACYP1|75520118|75530752|75520118|75520146|42.99|1(-)	432	263.893	1478	48.7003
NM_000022|ADA|43248163|43280399|43248163|43248474|100|1(-)	1554	1526.67	250	1.42391
NM_001110|ADAM10|58889383|59042177|58889383|58889745|63.55|1(-)	3053	2575.34	8544	28.8478
NM_001288973|ADAM12|127700960|128077127|127700960|127705847|45.79|1(-)	8021	7880.67	0	0
NM_003183|ADAM17|9630016|9695949|9630016|9630305|45.79|1(-)	2979	2475.84	3453	12.1271
NM_033274|ADAM19|156904312|157002831|156904312|156907956|70.09|1(-)	6528	7348.57	71	0.0840119
NM_001109|ADAM8|135075927|135090407|135075927|135076659|84.11|1(-)	3293	3925.02	320	0.708914
NM_006988|ADAMTS1|28209330|28217728|28209330|28209897|36.45|1(-)	3926	3783.2	58	0.133307
NM_001282352|ADAMTS10|8645124|8657080|8645124|8645776|56.07|1(-)	2459	2318.67	0	0
NM_014244|ADAMTS2|178537854|178772431|178537854|178540867|31.78|1(-)	6751	6610.67	0	0
NM_014243|ADAMTS3|73146686|73434516|73146686|73148852|42.99|1(-)	5821	4897.57	60	0.106526
NM_001320336|ADAMTS4|161159538|161168843|161159538|161160739|31.78|1(-)	4168	4843.64	69.6514	0.125038
NM_007038|ADAMTS5|28290241|28339439|28290241|28296371|42.06|1(-)	9652	9511.67	0	0
NM_197941|ADAMTS6|64444565|64777747|64444565|64447662|48.6|1(-)	7308	6398.66	32	0.0434857
NM_213604|ADAMTSL5|1505723|1513188|1505723|1506013|48.6|1(-)	2150	2517.63	522	1.80287
NM_001284308|ADAP1|937547|995043|937547|938557|85.05|1(-)	2168	2539.09	6230	21.3351
NM_001025107|ADAR|154554771|154600456|154554771|154557281|83.18|1(-)	6302	6491.18	56819	76.1123
NM_001324444|ADAT1|75633824|75657221|75633824|75634113|42.99|1(-)	2025	1877.39	2905	13.4548
NM_001286259|ADAT2|143749483|143763814|143749483|143749599|57.94|1(-)	1836	1585.48	220.844	1.21118
NM_001320613|ADCY3|25042142|25142886|25042142|25042800|49.53|1(-)	4628	5319.03	4215	6.89049
NM_015270|ADCY6|49159977|49182879|49159977|49162373|88.79|1(-)	6098	7088.91	31889	39.1153
NM_001116|ADCY9|4014904|4166186|4014904|4015775|83.18|1(-)	5472	6041.29	11669	16.7953
NM_001185054|ADD2|70889262|70994847|70889262|70890556|49.53|1(-)	3740	3894.24	27	0.0602873
NM_145290|ADGRA3|22388999|22517677|22388999|22389327|95.33|1(-)	4564	4118.7	5720	12.0759
NM_001294335|ADGRB2|32192718|32229664|32192718|32193020|93.46|1(-)	5427	6503.83	1140	1.52413
NM_001008701|ADGRL1|14260499|14316997|14260499|14261684|42.99|1(-)	5906	6886.38	9300	11.7429
NM_000671|ADH5|99993297|100009939|99993297|99993567|88.79|1(-)	1483	1234.57	11874	83.6311
NM_001306077|ADI1|3502562|3521518|3502562|3502733|56.07|1(-)	3531	3130.76	9525.07	26.4547
NM_001290553|ADIPOR1|202910631|202927112|202910631|202910700|96.26|1(-)	1367	1440.42	24262	146.461
NM_001282531|ADNP|49510856|49547750|49510856|49507941|30.84|1(-)	1046	873.551	1003	9.98385
NM_031284|ADPGK|73043708|73076126|73043708|73044681|98.13|1(-)	2558	2546.28	5432	18.5498
NM_138430|ADPRHL1|114076294|114107839|114076294|114077136|54.21|1(-)	1994	2081.78	3355	14.0134
NM_001126|ADSS|244572770|244615436|244572770|244572887|54.21|1(-)	1805	1387.67	8670	54.3273
NM_001130|AES|3053157|3062371|3053157|3053816|100|1(-)	1426	1589.32	35445	193.922
NM_001134647|AFAP1|7765293|7941653|7765293|7765491|40.19|1(-)	2916	2923.64	999	2.97117
NM_001025108|AFF3|100163748|100722045|100163748|100167935|37.38|1(-)	8087	7843.05	3336.27	3.6988
NM_014423|AFF4|132215879|132299354|132215879|132216750|77.57|1(-)	4771	4219.62	7654	15.7725
NM_006796|AFG3L2|12329114|12377275|12329114|12329563|97.2|1(-)	3037	2817.61	16685	51.4909
NM_000027|AGA|178352717|178363657|178352717|178352861|89.72|1(-)	1313	1050.28	3821	31.6343
NM_001122772|AGAP2|58118980|58132029|58118980|58120334|53.27|1(-)	4933	5907.74	206	0.303201
NM_001144000|AGAP5|75434053|75457554|75434053|75434356|37.38|1(-)	2405	2258.44	985.036	3.79252
NM_001136|AGER|32148746|32152099|32148746|32148919|89.72|1(-)	1488	1625.4	113	0.604511
NM_024758|AGMAT|15900044|15911605|15900044|15900145|55.14|1(-)	1303	1329.86	398	2.60233
NM_001164623|AGO2|141541868|141645646|141541868|141542142|98.13|1(-)	2793	2752.15	13178	41.6353
NM_006411|AGPAT1|32135989|32143916|32135989|32137052|89.72|1(-)	2250	2747.43	8981	28.4239
NM_001012727|AGPAT2|139567596|139581911|139567596|139568203|96.26|1(-)	1450	1699.55	4314	22.0714
NM_020133|AGPAT4|161557106|161695107|161557106|161557571|74.77|1(-)	1829	1890.78	7	0.0321916
NM_000029|AGT|230838283|230850336|230838283|230838886|32.71|1(-)	2569	2811.98	15	0.0463836
NM_001286715|AGTPBP1|88161854|88356944|88161854|88162023|41.12|1(-)	4073	3100.65	2166	6.07422
NM_001323342|AHCTF1|247003841|247095280|247003841|247004107|95.33|1(-)	7475	6144.49	23801	33.6817
NM_000687|AHCY|32868074|32891317|32868074|32868839|100|1(-)	2305	2381.93	60535	220.985
NM_001134830|AHI1|135606433|135818903|135606433|135606782|87.85|1(-)	4177	3054.3	1746	4.97071
NM_024060|AHNAK|62201016|62314332|62201016|62201355|72.9|1(-)	1089	1022.68	19120	162.568
NM_138420|AHNAK2|105407670|105444694|105407670|105404399|34.58|1(-)	14237	15444.8	28519	16.056
NM_022831|AIDA|222841355|222885864|222841355|222843234|34.58|1(-)	3005	2438.99	4365	15.5618
NM_001130846|AIFM1|129263342|129272015|129263342|129263531|98.13|1(-)	1919	1790.3	4450.14	21.6139
NM_001198696|AIFM2|71873735|71892690|71873735|71873933|94.39|1(-)	1537	1515.31	414	2.37565
NM_032876|AJUBA|23441284|23451851|23441284|23442651|36.45|1(-)	3360	3782.93	2713.9	6.23809
NM_000476|AK1|130630118|130640022|130630118|130630286|100|1(-)	906	812.595	5953	63.7011
NM_001199199|AK2|33475679|33502512|33475679|33476429|73.83|1(-)	1508	1361.16	18003	115.006
NM_001199852|AK3|4712165|4741309|4712165|4712975|34.58|1(-)	1596	1143.15	3949	30.0378
NM_001015891|AK6|68647767|68665840|68647767|68647887|71.03|1(-)	968	691.764	3029.77	38.0835
NM_001317958|AK8|135600965|135754198|135600965|135601074|44.86|1(-)	2112	2143.37	1548	6.27999
NM_001330152|AKAP10|19808081|19881169|19808081|19809539|73.83|1(-)	3450	2974.4	11807	34.5164
NM_005858|AKAP8|15465443|15490612|15465443|15465725|100|1(-)	2431	2324.17	3162	11.8299
NM_001291478|AKAP8L|15490861|15529932|15490861|15490932|92.52|1(-)	2027	1946.59	5948	26.5694
NM_018064|AKIRIN2|88385016|88411985|88385016|88385314|68.22|1(-)	1493	1500.09	1026	5.94725
NM_001346142|AKR1B1|134127108|134143991|134127108|134127479|93.46|1(-)	1374	1287.28	5	0.033774
NM_001321027|AKR1C2|5031965|5046206|5031965|5032187|34.58|1(-)	1295	1087.95	113.508	0.907202
NM_001320979|AKR7A2|19630491|19638640|19630491|19630718|62.62|1(-)	1224	1212.7	10950.5	78.5172
NM_012067|AKR7A3|19609059|19615280|19609059|19609224|62.62|1(-)	1238	1185.1	434.507	3.18806
NM_001014431|AKT1|105235686|105262080|105235686|105236677|98.13|1(-)	2773	2958.9	53380	156.868
NM_001098632|AKT1S1|50372296|50380644|50372296|50373173|99.07|1(-)	2018	2343.13	3242	12.031
NM_001243027|AKT2|40738710|40791302|40738710|40739778|56.07|1(-)	2776	3277.32	15517	41.1693
NM_001012398|AKTIP|53526217|53537216|53526217|53526323|79.44|1(-)	1242	989.744	3022	26.5495
NM_000031|ALAD|116150490|116163618|116150490|116150579|88.79|1(-)	1284	1284.82	1874	12.6827
NM_001017423|ALDH18A1|97365698|97416567|97365698|97366518|99.07|1(-)	3444	3379.87	24082	61.9552
NM_001034173|ALDH1L2|105413568|105478341|105413568|105418201|56.07|1(-)	7532	6568.75	1880.08	2.48874
NM_000691|ALDH3A1|19641297|19651746|19641297|19641533|35.51|1(-)	1778	1792.32	2	0.00970284
NM_001161504|ALDH4A1|19197924|19217385|19197924|19199338|98.13|1(-)	3242	3775.46	12675	29.1919
NM_001278593|ALDH6A1|74527323|74551196|74527323|74527344|53.27|1(-)	1689	1562.31	18747	104.34
NM_001182|ALDH7A1|125880563|125931082|125880563|125880656|93.46|1(-)	1905	1699.84	5881	30.0835
NM_000696|ALDH9A1|165632063|165667900|165632063|165632286|61.68|1(-)	1885	1710.03	22671	115.28
NM_005165|ALDOC|26900138|26903951|26900138|26900543|89.72|1(-)	1645	1705.51	13066	66.6153
NM_024105|ALG12|50296864|50312106|50296864|50297485|98.13|1(-)	2362	2691.81	3239	10.4629
NM_001305242|ALG14|95448486|95538507|95448486|95448851|78.5|1(-)	886	721.514	1219	14.6907
NM_001015050|ALG1L|125648115|125655887|125648115|125648194|41.12|1(-)	812	762.174	882.463	10.0676
NM_033087|ALG2|101980085|101984246|101980085|101980215|85.05|1(-)	1451	1306.17	3856	25.6699
NM_001006941|ALG3|183960211|183967313|183960211|183960301|98.13|1(-)	1511	1730.14	13004	65.3555
NM_001142364|ALG5|37523975|37573504|37523975|37524078|99.07|1(-)	1055	787.25	3829	42.292
NM_024079|ALG8|77811992|77850699|77811992|77812009|99.07|1(-)	1663	1529.55	13917	79.1164
NM_001077690|ALG9|111653038|111742305|111653038|111657120|70.09|1(-)	6017	5631.73	5021.96	7.75384
NM_006020|ALKBH1|78139438|78174356|78139438|78140154|90.65|1(-)	1895	1811.71	3584	17.2015
NM_001001655|ALKBH2|109525994|109531293|109525994|109526010|98.13|1(-)	1045	947.486	2653	24.3472
NM_017621|ALKBH4|102097266|102105321|102097266|102097840|34.58|1(-)	1521	1573.75	1232.44	6.80947
NM_001297701|ALKBH6|36500023|36505145|36500023|36500191|92.52|1(-)	1054	1069.43	2081	16.9202
NM_001301010|ALKBH8|107373453|107436461|107373453|107375383|89.72|1(-)	4037	3050.19	787	2.24354
NM_001165960|ALOXE3|7999218|8022234|7999218|7999944|31.78|1(-)	3396	3855.36	331	0.746531
NM_052947|ALPK2|56148479|56296189|56148479|56149054|58.88|1(-)	7302	7161.67	0	0
NM_020919|ALS2|202565276|202645895|202565276|202566573|89.72|1(-)	6627	6184.33	3522	4.95201
NM_001190707|ALS2CL|46712079|46735146|46712079|46712473|48.6|1(-)	3449	3958.94	833	1.82958
NM_005782|ALYREF|79845871|79849462|79845871|79846006|62.62|1(-)	936	766.656	17036	193.22
NM_001167595|AMACR|33988395|34008220|33988395|33988412|98.13|1(-)	1298	1102.75	1884	14.8556
NM_001267782|AMBRA1|46417964|46615619|46417964|46418999|96.26|1(-)	5303	6077.15	10337.2	14.7906
NM_152424|AMER1|63404997|63425624|63404997|63409758|92.52|1(-)	8442	9029.54	1006.01	0.968773
NM_001144|AMFR|56396649|56459450|56396649|56396820|57.94|1(-)	2314	2385.97	21835.8	79.5774
NM_020703|AMIGO1|110049446|110052336|110049446|110050052|64.49|1(-)	2470	2584.18	496	1.66896
NM_181847|AMIGO2|47471129|47473734|47471129|47471216|66.36|1(-)	2209	2143.75	1048	4.25082
NM_198722|AMIGO3|49754276|49757238|49754276|49755383|88.79|1(-)	2962	3604.76	1025	2.47248
NM_001025580|AMMECR1|109437414|109561380|109437414|109441747|55.14|1(-)	5305	4479.65	1914	3.71521
NM_001199140|AMMECR1L|128620792|128643514|128620792|128622667|71.96|1(-)	3087	3165.53	3453	9.48496
NM_001113402|AMN1|31825029|31882108|31825029|31825237|84.11|1(-)	1151	844.284	696	7.16813
NM_001113490|AMOT|112018155|112066354|112018155|112021794|61.68|1(-)	6894	6773.48	385	0.494236
NM_001278683|AMOTL2|134074719|134094259|134074719|134076546|59.81|1(-)	4458	4753.06	28185	51.562
NM_001635|AMPH|38423305|38671167|38423305|38424418|46.73|1(-)	3417	3198	164	0.445913
NM_000481|AMT|49454211|49460111|49454211|49454972|75.7|1(-)	2201	2368.69	80	0.293675
NM_022662|ANAPC1|112525217|112641741|112525217|112526867|58.88|1(-)	7732	7289.27	15999	19.0851
NM_001256706|ANAPC10|145916363|146019371|145916363|145916524|66.36|1(-)	831	494.749	1307	22.9708
NM_001242374|ANAPC13|134197359|134204865|134197359|134197431|59.81|1(-)	1028	882.566	3299	32.5028
NM_001330321|ANAPC15|71817418|71823826|71817418|71818396|39.25|1(-)	1777	1676.5	3928.28	20.3744
NM_013366|ANAPC2|140069236|140083057|140069236|140069393|98.13|1(-)	2699	2909.36	7888	23.5751
NM_001137559|ANAPC5|121746160|121792012|121746160|121746282|100|1(-)	2251	2046.85	32488	138.014
NM_016238|ANAPC7|110811629|110841535|110811629|110811948|67.29|1(-)	2120	1892.61	12070	55.4539
NM_015305|ANGEL1|77253586|77279283|77253586|77255570|88.79|1(-)	4110	4701.24	6022	11.1382
NM_001300753|ANGEL2|213168095|213189217|213168095|213168382|85.98|1(-)	2051	1542.58	3459	19.4979
NM_012098|ANGPTL2|129850917|129885044|129850917|129851217|32.71|1(-)	2282	2141.67	0	0
NM_001321411|ANGPTL6|10203014|10213333|10203014|10203264|34.58|1(-)	1779	1878.06	22	0.101859
NM_001142445|ANK1|41512219|41522804|41512219|41513245|33.64|1(-)	1760	1771.04	203	0.996671
NM_001257999|ANKFY1|4071131|4167142|4071131|4071072|56.07|1(-)	3694	3695.22	4994	11.7515
NM_054027|ANKH|14711173|14871887|14711173|14711305|97.2|1(-)	1942	2062.9	10	0.042151
NM_015114|ANKLE2|133303718|133338474|133303718|133303827|98.13|1(-)	3016	2863.16	11755	35.6995
NM_001282771|ANKMY1|241418839|241497438|241418839|241419025|78.5|1(-)	3437	3742.13	607	1.41044
NM_020319|ANKMY2|16639404|16685442|16639404|16640385|98.13|1(-)	2551	1980.64	3742	16.4279
NM_023039|ANKRA2|72848160|72861511|72848160|72848621|80.37|1(-)	2062	1692.36	1909	9.80841
NM_017664|ANKRD10|111530964|111567454|111530964|111531983|79.44|1(-)	2455	2286.71	6040	22.9674
NM_001256182|ANKRD11|89334038|89556969|89334038|89334885|36.45|1(-)	9371	9118.87	8385	7.99553
NM_030816|ANKRD13C|70727781|70820417|70727781|70728399|64.49|1(-)	2570	2110.42	5059	20.844
NM_001009941|ANKRD16|5902870|5931860|5902870|5920092|41.12|1(-)	18851	19983.2	3474.15	1.51171
NM_001286771|ANKRD17|73941540|74088831|73941540|73941947|48.6|1(-)	7967	7409.4	15094	17.7136
NM_001331100|ANKRD18A|38566148|38620657|38566148|38572041|40.19|1(-)	9433	8738.23	926.077	0.921528
NM_144994|ANKRD23|97503651|97509758|97503651|97505285|76.64|1(-)	2581	2849.5	144	0.439419
NM_001256053|ANKRD26|27294443|27389427|27294443|27294518|58.88|1(-)	5377	3443.63	5069	12.7995
NM_032139|ANKRD27|33087914|33166102|33087914|33089050|100|1(-)	4445	4186.51	5851	12.1524
NM_001195098|ANKRD28|15708743|15839691|15708743|15711776|77.57|1(-)	6382	5072.47	8906	15.2668
NM_001308238|ANKRD29|21180198|21242849|21180198|21181189|38.32|1(-)	1953	1630.55	75	0.399955
NM_016466|ANKRD39|97513777|97523756|97513777|97514037|80.37|1(-)	844	762.563	516	5.88382
NM_052855|ANKRD40|48772683|48785270|48772683|48773357|80.37|1(-)	2036	1805.69	5748	27.6796
NM_001195144|ANKRD44|197851386|198175521|197851386|197854314|68.22|1(-)	6103	5011.38	1177	2.04223
NM_173595|ANKRD52|56633613|56652143|56633613|56636925|61.68|1(-)	6633	7615.65	9402	10.7349
NM_138797|ANKRD54|38226862|38240353|38226862|38227949|100|1(-)	2098	2245.54	4836	18.7263
NM_001190479|ANKRD63|40570573|40574787|40570573|40573644|38.32|1(-)	4214	4871.46	23	0.0410538
NM_152326|ANKRD9|102973182|102976128|102973182|102973272|100|1(-)	1641	1777.58	2957	14.4646
NM_173551|ANKS6|101498027|101558824|101498027|101498800|46.73|1(-)	3440	3299.67	0	0
NM_001204832|ANO10|43407867|43663569|43407867|43408397|49.53|1(-)	2495	2367.46	14608	53.6528
NM_020959|ANO8|17434032|17445638|17434032|17434325|85.98|1(-)	4151	4674.84	1249.02	2.3232
NM_000216|ANOS1|8496915|8700228|8496915|8501035|30.84|1(-)	6314	5127.77	28	0.0474804
NM_006305|ANP32A|69072207|69113261|69072207|69072419|81.31|1(-)	1133	793.594	7028	77.005
NM_001136478|ANP32E|150192680|150208504|150192680|150192992|95.33|1(-)	1366	882.91	5000	49.2423
NM_001150|ANPEP|90328126|90358072|90328126|90328579|35.51|1(-)	3649	4020.63	10	0.0216268
NM_001286780|ANTXR2|80826725|80994626|80826725|80828582|66.36|1(-)	3250	2698.49	325	1.04724
NM_001157|ANXA11|81915353|81965328|81915353|81915608|100|1(-)	2011	2117.26	10518	43.196
NM_001002857|ANXA2|60639593|60690185|60639593|60639828|42.99|1(-)	1391	1144.84	56291	427.543
NM_001014279|ANXA2R|43039474|43040447|43039474|43039566|41.12|1(-)	973	941.31	69	0.637384
NM_001154|ANXA5|122589152|122618147|122589152|122589622|97.2|1(-)	1598	1232.16	30627	216.133
NM_001155|ANXA6|150480666|150537443|150480666|150481008|99.07|1(-)	2592	2638.98	42464	139.917
NM_001156|ANXA7|75135539|75173843|75135539|75135852|99.07|1(-)	1789	1544.09	38544	217.055
NM_001127|AP1B1|29723845|29784572|29723845|29724809|100|1(-)	4001	4389.01	24204	47.9519
NM_001030007|AP1G1|71766258|71842976|71766258|71766960|42.99|1(-)	3494	3195.76	17591	47.8631
NM_001282474|AP1G2|24028776|24037045|24028776|24028957|94.39|1(-)	2750	3038.99	4348	12.4407
NM_001300887|AP1M2|10683347|10697991|10683347|10683741|76.64|1(-)	1756	1796.78	21260	102.885
NM_001272071|AP1S2|15844663|15873137|15844663|15845447|45.79|1(-)	1594	1211.75	4161	29.8585
NM_001039569|AP1S3|224620043|224702319|224620043|224623431|67.29|1(-)	4005	3298.8	754.861	1.98974
NM_001301076|AP2S1|47341424|47353547|47341424|47341703|100|1(-)	862	788.065	21737	239.841
NM_001271769|AP3B1|77298150|77590579|77298150|77298725|89.72|1(-)	4048	3280.78	11564	30.649
NM_001278511|AP3B2|83328033|83378660|83328033|83328311|71.03|1(-)	3633	3795.91	138	0.316118
NM_001261826|AP3D1|2102034|2151556|2102034|2102171|98.13|1(-)	4008	4092.11	20305	43.1461
NM_001320263|AP3M1|75882716|75910843|75882716|75883567|66.36|1(-)	2729	2433.14	17177	61.3854
NM_005829|AP3S2|90377537|90437617|90377537|90378746|99.07|1(-)	2227	2324.16	3524	13.1842
NM_001253852|AP4B1|114437678|114447545|114437678|114437686|45.79|1(-)	2434	2276.79	1576	6.01892
NM_138368|AP5B1|65545235|65548062|65545235|65545326|54.21|1(-)	2728	3372.79	2418	6.2338
NM_001163|APBA1|72042449|72287275|72042449|72046242|37.38|1(-)	6583	6996.58	4.00849	0.00498173
NM_004886|APBA3|3750874|3761673|3750874|3751023|82.24|1(-)	2054	2335.22	988	3.67887
NM_001164|APBB1|6416355|6440341|6416355|6416763|73.83|1(-)	2682	2988.63	206	0.59935
NM_001166050|APBB2|40817575|41216635|40817575|40818108|49.53|1(-)	3440	3235.93	2017	5.4199
