target_id	length	eff_length	est_counts	tpm
NM_001082486|ACD|67691432|67694718|67691432|67691508|100|1(-)	2048	2471.87	5279	17.1795
NM_000665|ACHE|100487615|100493592|100487615|100487834|61.68|1(-)	2254	2732.7	38	0.11186
NM_001164814|ACIN1|23527773|23564823|23527773|23528356|92.52|1(-)	4898	4833.39	9030	15.0286
NM_001303274|ACLY|40023826|40075275|40023826|40024062|86.92|1(-)	3712	3900.66	129108	266.256
NM_007274|ACOT7|6324332|6453826|6324332|6324656|100|1(-)	1804	1905.26	4887	20.6334
NM_005469|ACOT8|44470360|44486048|44470360|44470476|96.26|1(-)	1170	1238.37	8255	53.6229
NM_001330259|ACOT9|23721794|23761404|23721794|23722010|89.72|1(-)	1581	1259.79	5437	34.7173
NM_001185039|ACOX1|73941662|73975515|73941662|73942828|81.31|1(-)	3684	3293.65	54554	133.239
NM_003501|ACOX3|8368439|8442452|8368439|8368687|87.85|1(-)	2443	2563.4	3200	10.042
NM_001302489|ACP2|47261336|47270179|47261336|47261666|47.66|1(-)	1632	1724.29	5919	27.6135
NM_001111034|ACP5|11685475|11689595|11685475|11685824|35.51|1(-)	1610	1681.43	1	0.00478415
NM_001323625|ACP6|147119170|147142665|147119170|147119978|96.26|1(-)	2515	2699.07	1689	5.03383
NM_001286708|ACSL1|185678175|185733413|185678175|185678278|43.93|1(-)	2332	2046.36	40271	158.305
NM_001318509|ACSL4|108886908|108976632|108886908|108887257|52.34|1(-)	2983	2232.32	1152	4.15126
NM_001252675|ACSS1|24986873|25038818|24986873|24988397|54.21|1(-)	3668	4003.49	7419	14.907
NM_001100|ACTA1|229566992|229569843|229566992|229567245|42.99|1(-)	1492	1399.3	67.0076	0.385209
NM_001141945|ACTA2|90694831|90751154|90694831|90694979|90.65|1(-)	1764	1781.02	493	2.2267
NM_001101|ACTB|5567299|5570232|5567299|5567378|55.14|1(-)	1291	1244.43	583717	3773.26
NM_005159|ACTC1|35082426|35087927|35082426|35082612|33.64|1(-)	1563	1519.04	2.00003	0.0105913
NM_001199954|ACTG1|79477595|79479892|79477595|79477715|51.4|1(-)	1506	1485.01	153664	832.389
NM_001102|ACTN1|69341037|69446083|69341037|69341575|100|1(-)	3527	3406.07	31902.5	75.3451
NM_005736|ACTR1A|104240558|104262512|104240558|104240619|98.13|1(-)	1300	1206.27	18256	121.743
NM_005735|ACTR1B|98272468|98280561|98272468|98273320|72.9|1(-)	2191	2459.59	9671	31.6295
NM_022899|ACTR8|53902680|53916229|53902680|53902745|90.65|1(-)	2041	1737.92	2460	11.3865
NM_032487|ACTRT3|169485110|169487683|169485110|169485219|36.45|1(-)	1603	1455.72	503	2.77955
NM_001105|ACVR1|158592958|158731623|158592958|158594042|88.79|1(-)	3044	2623.24	1064	3.26278
NM_001107|ACYP1|75520118|75530752|75520118|75520146|42.99|1(-)	432	254.172	1464	46.3338
NM_000022|ADA|43248163|43280399|43248163|43248474|100|1(-)	1554	1500.58	271	1.45276
NM_001110|ADAM10|58889383|59042177|58889383|58889745|63.55|1(-)	3053	2526.74	8633	27.4843
NM_001288973|ADAM12|127700960|128077127|127700960|127705847|45.79|1(-)	8021	7557.02	1	0.00106447
NM_003183|ADAM17|9630016|9695949|9630016|9630305|45.79|1(-)	2979	2420.61	3388	11.2591
NM_033274|ADAM19|156904312|157002831|156904312|156907956|70.09|1(-)	6528	7250.85	56	0.0621274
NM_001109|ADAM8|135075927|135090407|135075927|135076659|84.11|1(-)	3293	3919.45	465	0.954359
NM_006988|ADAMTS1|28209330|28217728|28209330|28209897|36.45|1(-)	3926	3753.04	60	0.128603
NM_001282352|ADAMTS10|8645124|8657080|8645124|8645776|56.07|1(-)	2459	2878.17	12	0.0335389
NM_014244|ADAMTS2|178537854|178772431|178537854|178540867|31.78|1(-)	6751	7412.05	8.02242	0.00870664
NM_014243|ADAMTS3|73146686|73434516|73146686|73148852|42.99|1(-)	5821	4794.13	56	0.0939642
NM_001320336|ADAMTS4|161159538|161168843|161159538|161160739|31.78|1(-)	4168	4834.76	68.5521	0.114059
NM_007038|ADAMTS5|28290241|28339439|28290241|28296371|42.06|1(-)	9652	8077.19	1	0.000995918
NM_197941|ADAMTS6|64444565|64777747|64444565|64447662|48.6|1(-)	7308	6246.6	20	0.0257555
NM_213604|ADAMTSL5|1505723|1513188|1505723|1506013|48.6|1(-)	2150	2496.97	751	2.41941
NM_001284308|ADAP1|937547|995043|937547|938557|85.05|1(-)	2168	2538.46	8074	25.586
NM_001025107|ADAR|154554771|154600456|154554771|154557281|83.18|1(-)	6302	6376.23	69980	88.2864
NM_001324444|ADAT1|75633824|75657221|75633824|75634113|42.99|1(-)	2025	1832.81	3116	13.6762
NM_001286259|ADAT2|143749483|143763814|143749483|143749599|57.94|1(-)	1836	1540.3	248.273	1.2966
NM_001320613|ADCY3|25042142|25142886|25042142|25042800|49.53|1(-)	4628	5293.02	5242	7.96668
NM_015270|ADCY6|49159977|49182879|49159977|49162373|88.79|1(-)	6098	7087.66	39716	45.0761
NM_001116|ADCY9|4014904|4166186|4014904|4015775|83.18|1(-)	5472	6007.86	14898	19.9477
NM_001185054|ADD2|70889262|70994847|70889262|70890556|49.53|1(-)	3740	3829.31	19	0.0399133
NM_145290|ADGRA3|22388999|22517677|22388999|22389327|95.33|1(-)	4564	4028.87	6349	12.6767
NM_001294335|ADGRB2|32192718|32229664|32192718|32193020|93.46|1(-)	5427	6503.23	1558	1.92718
NM_001008701|ADGRL1|14260499|14316997|14260499|14261684|42.99|1(-)	5906	6881.54	12607	14.737
NM_000671|ADH5|99993297|100009939|99993297|99993567|88.79|1(-)	1483	1191.43	11945	80.6492
NM_001306077|ADI1|3502562|3521518|3502562|3502733|56.07|1(-)	3531	3079.94	11080	28.9389
NM_001290553|ADIPOR1|202910631|202927112|202910631|202910700|96.26|1(-)	1367	1411.49	26992	153.83
NM_001282531|ADNP|49510856|49547750|49510856|49507941|30.84|1(-)	1046	838.18	1288	12.3612
NM_031284|ADPGK|73043708|73076126|73043708|73044681|98.13|1(-)	2558	2493.87	6198	19.9922
NM_138430|ADPRHL1|114076294|114107839|114076294|114077136|54.21|1(-)	1994	2059.06	4247	16.5919
NM_001126|ADSS|244572770|244615436|244572770|244572887|54.21|1(-)	1805	1365.62	8637	50.8766
NM_001130|AES|3053157|3062371|3053157|3053816|100|1(-)	1426	1572.14	45501	232.816
NM_001134647|AFAP1|7765293|7941653|7765293|7765491|40.19|1(-)	2916	2885.03	1273	3.54946
NM_001025108|AFF3|100163748|100722045|100163748|100167935|37.38|1(-)	8087	7686.79	4093.5	4.28385
NM_014423|AFF4|132215879|132299354|132215879|132216750|77.57|1(-)	4771	4101.68	8441	16.5545
NM_006796|AFG3L2|12329114|12377275|12329114|12329563|97.2|1(-)	3037	2791.14	18464	53.2143
NM_000027|AGA|178352717|178363657|178352717|178352861|89.72|1(-)	1313	1017.1	4053	32.0551
NM_001122772|AGAP2|58118980|58132029|58118980|58120334|53.27|1(-)	4933	5946.29	272	0.367965
NM_001144000|AGAP5|75434053|75457554|75434053|75434356|37.38|1(-)	2405	2203.04	1167.78	4.26404
NM_001136|AGER|32148746|32152099|32148746|32148919|89.72|1(-)	1488	1589.45	161	0.81482
NM_024758|AGMAT|15900044|15911605|15900044|15900145|55.14|1(-)	1303	1332.62	466	2.81296
NM_001164623|AGO2|141541868|141645646|141541868|141542142|98.13|1(-)	2793	2724.43	16499	48.7154
NM_006411|AGPAT1|32135989|32143916|32135989|32137052|89.72|1(-)	2250	2711.99	11196	33.2092
NM_001012727|AGPAT2|139567596|139581911|139567596|139568203|96.26|1(-)	1450	1687.25	5870	27.9862
NM_020133|AGPAT4|161557106|161695107|161557106|161557571|74.77|1(-)	1829	1859.23	10	0.0432663
NM_000029|AGT|230838283|230850336|230838283|230838886|32.71|1(-)	2569	2763.46	33	0.0960604
NM_001286715|AGTPBP1|88161854|88356944|88161854|88162023|41.12|1(-)	4073	2999.2	2138	5.73437
NM_001323342|AHCTF1|247003841|247095280|247003841|247004107|95.33|1(-)	7475	5977.32	23705	31.902
NM_000687|AHCY|32868074|32891317|32868074|32868839|100|1(-)	2305	2352.98	70231	240.101
NM_001134830|AHI1|135606433|135818903|135606433|135606782|87.85|1(-)	4177	2923.12	1655	4.55444
NM_024060|AHNAK|62201016|62314332|62201016|62201355|72.9|1(-)	1089	1008.76	26696	212.883
NM_138420|AHNAK2|105407670|105444694|105407670|105404399|34.58|1(-)	14237	15431.5	39157	20.4119
NM_022831|AIDA|222841355|222885864|222841355|222843234|34.58|1(-)	3005	2368.21	4759	16.1651
NM_001130846|AIFM1|129263342|129272015|129263342|129263531|98.13|1(-)	1919	1762.07	5027.48	22.9516
NM_001198696|AIFM2|71873735|71892690|71873735|71873933|94.39|1(-)	1537	1514.07	454	2.41209
NM_032876|AJUBA|23441284|23451851|23441284|23442651|36.45|1(-)	3360	3775.45	3169.64	6.75345
NM_000476|AK1|130630118|130640022|130630118|130630286|100|1(-)	906	788.318	7086	72.3075
NM_001199199|AK2|33475679|33502512|33475679|33476429|73.83|1(-)	1508	1325.58	19978	121.236
NM_001199852|AK3|4712165|4741309|4712165|4712975|34.58|1(-)	1596	1105.54	4087	29.7382
NM_001015891|AK6|68647767|68665840|68647767|68647887|71.03|1(-)	968	661.787	3047.68	37.0455
NM_001317958|AK8|135600965|135754198|135600965|135601074|44.86|1(-)	2112	2108.05	1604	6.12079
NM_001330152|AKAP10|19808081|19881169|19808081|19809539|73.83|1(-)	3450	2882.57	12465	34.7853
NM_005858|AKAP8|15465443|15490612|15465443|15465725|100|1(-)	2431	2307.26	4162	14.5108
NM_001291478|AKAP8L|15490861|15529932|15490861|15490932|92.52|1(-)	2027	1942.92	7572	31.3501
NM_018064|AKIRIN2|88385016|88411985|88385016|88385314|68.22|1(-)	1493	1460.96	1480	8.14907
NM_001346142|AKR1B1|134127108|134143991|134127108|134127479|93.46|1(-)	1374	1254.84	1	0.00641058
NM_001321027|AKR1C2|5031965|5046206|5031965|5032187|34.58|1(-)	1295	1061.05	121.314	0.919731
NM_001320979|AKR7A2|19630491|19638640|19630491|19630718|62.62|1(-)	1224	1194.66	12807	86.2358
NM_012067|AKR7A3|19609059|19615280|19609059|19609224|62.62|1(-)	1238	1168.04	444.995	3.06466
NM_001014431|AKT1|105235686|105262080|105235686|105236677|98.13|1(-)	2773	2955.82	64763.4	176.253
NM_001098632|AKT1S1|50372296|50380644|50372296|50373173|99.07|1(-)	2018	2344.8	4905	16.8274
NM_001243027|AKT2|40738710|40791302|40738710|40739778|56.07|1(-)	2776	3281.88	18628.6	45.6606
NM_001012398|AKTIP|53526217|53537216|53526217|53526323|79.44|1(-)	1242	945.537	3052	25.9651
NM_000031|ALAD|116150490|116163618|116150490|116150579|88.79|1(-)	1284	1261.2	2310	14.7337
NM_001017423|ALDH18A1|97365698|97416567|97365698|97366518|99.07|1(-)	3444	3328.27	26319	63.6113
NM_001034173|ALDH1L2|105413568|105478341|105413568|105418201|56.07|1(-)	7532	6424.05	2167.73	2.71444
NM_000691|ALDH3A1|19641297|19651746|19641297|19641533|35.51|1(-)	1778	1771.69	2	0.00908085
NM_001161504|ALDH4A1|19197924|19217385|19197924|19199338|98.13|1(-)	3242	3773.78	15725	33.5195
NM_001278593|ALDH6A1|74527323|74551196|74527323|74527344|53.27|1(-)	1689	1513.11	20387	108.385
NM_001182|ALDH7A1|125880563|125931082|125880563|125880656|93.46|1(-)	1905	1661.15	6668	32.2901
NM_000696|ALDH9A1|165632063|165667900|165632063|165632286|61.68|1(-)	1885	1670.43	23943	115.301
NM_005165|ALDOC|26900138|26903951|26900138|26900543|89.72|1(-)	1645	1681.08	13790	65.987
NM_024105|ALG12|50296864|50312106|50296864|50297485|98.13|1(-)	2362	2677.13	3998	12.0132
NM_001305242|ALG14|95448486|95538507|95448486|95448851|78.5|1(-)	886	702.461	1250	14.3143
NM_001015050|ALG1L|125648115|125655887|125648115|125648194|41.12|1(-)	812	741.501	956.215	10.3735
NM_033087|ALG2|101980085|101984246|101980085|101980215|85.05|1(-)	1451	1269.38	4343	27.5221
NM_001006941|ALG3|183960211|183967313|183960211|183960301|98.13|1(-)	1511	1704.72	15942	75.2269
NM_001142364|ALG5|37523975|37573504|37523975|37524078|99.07|1(-)	1055	754.488	3797	40.4829
NM_024079|ALG8|77811992|77850699|77811992|77812009|99.07|1(-)	1663	1464.98	13810	75.8307
NM_001077690|ALG9|111653038|111742305|111653038|111657120|70.09|1(-)	6017	5484.04	5261.11	7.71722
NM_006020|ALKBH1|78139438|78174356|78139438|78140154|90.65|1(-)	1895	1745.92	3963	18.2593
NM_001001655|ALKBH2|109525994|109531293|109525994|109526010|98.13|1(-)	1045	926.826	2995	25.9946
NM_017621|ALKBH4|102097266|102105321|102097266|102097840|34.58|1(-)	1521	1556.84	1660.15	8.57801
NM_001297701|ALKBH6|36500023|36505145|36500023|36500191|92.52|1(-)	1054	1050.06	2641	20.2319
NM_001301010|ALKBH8|107373453|107436461|107373453|107375383|89.72|1(-)	4037	2975	885	2.39299
NM_001165960|ALOXE3|7999218|8022234|7999218|7999944|31.78|1(-)	3396	3793.04	357	0.757119
NM_052947|ALPK2|56148479|56296189|56148479|56149054|58.88|1(-)	7302	6762.48	2	0.00237907
NM_020919|ALS2|202565276|202645895|202565276|202566573|89.72|1(-)	6627	6075.26	3739	4.95079
NM_001190707|ALS2CL|46712079|46735146|46712079|46712473|48.6|1(-)	3449	3933.17	1106	2.26202
NM_005782|ALYREF|79845871|79849462|79845871|79846006|62.62|1(-)	936	759.477	20908	221.453
NM_001167595|AMACR|33988395|34008220|33988395|33988412|98.13|1(-)	1298	1074.62	1799	13.4667
NM_001267782|AMBRA1|46417964|46615619|46417964|46418999|96.26|1(-)	5303	6013.39	12510.5	16.7355
NM_152424|AMER1|63404997|63425624|63404997|63409758|92.52|1(-)	8442	8917.12	962.982	0.868716
NM_001144|AMFR|56396649|56459450|56396649|56396820|57.94|1(-)	2314	2354.89	24537	83.8176
NM_020703|AMIGO1|110049446|110052336|110049446|110050052|64.49|1(-)	2470	2544.81	465	1.46988
NM_181847|AMIGO2|47471129|47473734|47471129|47471216|66.36|1(-)	2209	2097.24	1047	4.01589
NM_198722|AMIGO3|49754276|49757238|49754276|49755383|88.79|1(-)	2962	3604.56	1453	3.24263
NM_001025580|AMMECR1|109437414|109561380|109437414|109441747|55.14|1(-)	5305	4344.35	1970	3.64775
NM_001199140|AMMECR1L|128620792|128643514|128620792|128622667|71.96|1(-)	3087	3128.86	4031	10.3636
NM_001113402|AMN1|31825029|31882108|31825029|31825237|84.11|1(-)	1151	814.2	792	7.82489
NM_001113490|AMOT|112018155|112066354|112018155|112021794|61.68|1(-)	6894	6625.39	460	0.558509
NM_001278683|AMOTL2|134074719|134094259|134074719|134076546|59.81|1(-)	4458	4691.86	34937	59.8997
NM_001635|AMPH|38423305|38671167|38423305|38424418|46.73|1(-)	3417	3094.57	145	0.376922
NM_000481|AMT|49454211|49460111|49454211|49454972|75.7|1(-)	2201	2365.36	128	0.435308
NM_022662|ANAPC1|112525217|112641741|112525217|112526867|58.88|1(-)	7732	7125.1	16139	18.2209
NM_001256706|ANAPC10|145916363|146019371|145916363|145916524|66.36|1(-)	831	461.376	1221	21.2885
NM_001242374|ANAPC13|134197359|134204865|134197359|134197431|59.81|1(-)	1028	857.243	3243	30.4317
NM_001330321|ANAPC15|71817418|71823826|71817418|71818396|39.25|1(-)	1777	1629.81	4860.99	23.9922
NM_013366|ANAPC2|140069236|140083057|140069236|140069393|98.13|1(-)	2699	2894.2	10629	29.5425
NM_001137559|ANAPC5|121746160|121792012|121746160|121746282|100|1(-)	2251	2010.7	34127	136.532
NM_016238|ANAPC7|110811629|110841535|110811629|110811948|67.29|1(-)	2120	1839.95	12937	56.5604
NM_015305|ANGEL1|77253586|77279283|77253586|77255570|88.79|1(-)	4110	4631.73	7376	12.8104
NM_001300753|ANGEL2|213168095|213189217|213168095|213168382|85.98|1(-)	2051	1488.37	3591	19.4083
NM_012098|ANGPTL2|129850917|129885044|129850917|129851217|32.71|1(-)	2282	2203.37	1	0.00365088
NM_001321411|ANGPTL6|10203014|10213333|10203014|10203264|34.58|1(-)	1779	1888.61	33	0.140558
NM_001142445|ANK1|41512219|41522804|41512219|41513245|33.64|1(-)	1760	1741.9	223	1.02983
NM_001257999|ANKFY1|4071131|4167142|4071131|4071072|56.07|1(-)	3694	3655.15	5792	12.747
NM_054027|ANKH|14711173|14871887|14711173|14711305|97.2|1(-)	1942	2044.73	6	0.0236048
NM_015114|ANKLE2|133303718|133338474|133303718|133303827|98.13|1(-)	3016	2819.06	13013	37.1327
NM_001282771|ANKMY1|241418839|241497438|241418839|241419025|78.5|1(-)	3437	3706.02	787	1.70825
NM_020319|ANKMY2|16639404|16685442|16639404|16640385|98.13|1(-)	2551	1911.21	3809	16.0319
NM_023039|ANKRA2|72848160|72861511|72848160|72848621|80.37|1(-)	2062	1667.01	2080	10.0371
NM_017664|ANKRD10|111530964|111567454|111530964|111531983|79.44|1(-)	2455	2246.02	6659	23.8495
NM_001256182|ANKRD11|89334038|89556969|89334038|89334885|36.45|1(-)	9371	9037.06	11793	10.4974
NM_030816|ANKRD13C|70727781|70820417|70727781|70728399|64.49|1(-)	2570	2051.15	5446	21.3582
NM_001009941|ANKRD16|5902870|5931860|5902870|5920092|41.12|1(-)	18851	19775.7	3872.16	1.57509
NM_001286771|ANKRD17|73941540|74088831|73941540|73941947|48.6|1(-)	7967	7223.47	17499	19.4873
NM_001331100|ANKRD18A|38566148|38620657|38566148|38572041|40.19|1(-)	9433	8605.97	904.349	0.845317
NM_144994|ANKRD23|97503651|97509758|97503651|97505285|76.64|1(-)	2581	2825.44	228	0.649131
NM_001256053|ANKRD26|27294443|27389427|27294443|27294518|58.88|1(-)	5377	3320.73	4673	11.32
NM_032139|ANKRD27|33087914|33166102|33087914|33089050|100|1(-)	4445	4092.03	6695	13.1612
NM_001195098|ANKRD28|15708743|15839691|15708743|15711776|77.57|1(-)	6382	4919.38	9238	15.1061
NM_001308238|ANKRD29|21180198|21242849|21180198|21181189|38.32|1(-)	1953	1589.8	79	0.399731
NM_016466|ANKRD39|97513777|97523756|97513777|97514037|80.37|1(-)	844	730.238	695	7.65604
NM_052855|ANKRD40|48772683|48785270|48772683|48773357|80.37|1(-)	2036	1759.74	6192	28.3052
NM_001195144|ANKRD44|197851386|198175521|197851386|197854314|68.22|1(-)	6103	4879.35	1274	2.10035
NM_173595|ANKRD52|56633613|56652143|56633613|56636925|61.68|1(-)	6633	7560.81	11887	12.647
NM_138797|ANKRD54|38226862|38240353|38226862|38227949|100|1(-)	2098	2225.53	6178	22.3305
NM_001190479|ANKRD63|40570573|40574787|40570573|40573644|38.32|1(-)	4214	4854.59	37	0.0613102
NM_152326|ANKRD9|102973182|102976128|102973182|102973272|100|1(-)	1641	1788.95	4629	20.8148
NM_173551|ANKS6|101498027|101558824|101498027|101498800|46.73|1(-)	3440	3284.22	0	0
NM_001204832|ANO10|43407867|43663569|43407867|43408397|49.53|1(-)	2495	2309.92	16347	56.9279
NM_020959|ANO8|17434032|17445638|17434032|17434325|85.98|1(-)	4151	4698.54	1849	3.16561
NM_000216|ANOS1|8496915|8700228|8496915|8501035|30.84|1(-)	6314	4983.98	20	0.0322803
NM_006305|ANP32A|69072207|69113261|69072207|69072419|81.31|1(-)	1133	778.229	8125	83.9847
NM_001136478|ANP32E|150192680|150208504|150192680|150192992|95.33|1(-)	1366	860.989	5472	51.1249
NM_001150|ANPEP|90328126|90358072|90328126|90328579|35.51|1(-)	3649	3967.28	6	0.0121658
NM_001286780|ANTXR2|80826725|80994626|80826725|80828582|66.36|1(-)	3250	2634.02	322	0.98338
NM_001157|ANXA11|81915353|81965328|81915353|81915608|100|1(-)	2011	2092.65	12958	49.811
NM_001002857|ANXA2|60639593|60690185|60639593|60639828|42.99|1(-)	1391	1108.23	61446	446.012
NM_001014279|ANXA2R|43039474|43040447|43039474|43039566|41.12|1(-)	973	924.295	77	0.670137
NM_001154|ANXA5|122589152|122618147|122589152|122589622|97.2|1(-)	1598	1177.46	31874	217.758
NM_001155|ANXA6|150480666|150537443|150480666|150481008|99.07|1(-)	2592	2593.46	48666	150.949
NM_001156|ANXA7|75135539|75173843|75135539|75135852|99.07|1(-)	1789	1495.87	40861	219.735
NM_001127|AP1B1|29723845|29784572|29723845|29724809|100|1(-)	4001	4360.72	30900	57.0013
NM_001030007|AP1G1|71766258|71842976|71766258|71766960|42.99|1(-)	3494	3114.67	18852	48.6888
NM_001282474|AP1G2|24028776|24037045|24028776|24028957|94.39|1(-)	2750	2997.13	4996	13.4091
NM_001300887|AP1M2|10683347|10697991|10683347|10683741|76.64|1(-)	1756	1784.94	24568	110.721
NM_001272071|AP1S2|15844663|15873137|15844663|15845447|45.79|1(-)	1594	1153.07	4088	28.5193
NM_001039569|AP1S3|224620043|224702319|224620043|224623431|67.29|1(-)	4005	3205.03	724.207	1.81767
NM_001301076|AP2S1|47341424|47353547|47341424|47341703|100|1(-)	862	777.679	26226	271.278
NM_001271769|AP3B1|77298150|77590579|77298150|77298725|89.72|1(-)	4048	3182.17	11774	29.7635
NM_001278511|AP3B2|83328033|83378660|83328033|83328311|71.03|1(-)	3633	3720.88	142	0.306991
NM_001261826|AP3D1|2102034|2151556|2102034|2102171|98.13|1(-)	4008	4037.16	26440	52.6829
NM_001320263|AP3M1|75882716|75910843|75882716|75883567|66.36|1(-)	2729	2360.46	17478.4	59.5647
NM_005829|AP3S2|90377537|90437617|90377537|90378746|99.07|1(-)	2227	2276.64	3458.3	12.2195
NM_001253852|AP4B1|114437678|114447545|114437678|114437686|45.79|1(-)	2434	2239.13	1712	6.15047
NM_138368|AP5B1|65545235|65548062|65545235|65545326|54.21|1(-)	2728	3403.26	3400	8.03652
NM_001163|APBA1|72042449|72287275|72042449|72046242|37.38|1(-)	6583	6920	6	0.00697476
NM_004886|APBA3|3750874|3761673|3750874|3751023|82.24|1(-)	2054	2329.95	1197	4.13267
NM_001164|APBB1|6416355|6440341|6416355|6416763|73.83|1(-)	2682	2958.18	293	0.796758
NM_001166050|APBB2|40817575|41216635|40817575|40818108|49.53|1(-)	3440	3177.22	2196	5.55993
